#  kx              |phi(kx)|^2
    0   1.6771761339830840E+00
    1   2.3348027092431867E+00
    2   1.0608106437583924E+00
    3   5.1678729343505569E-01
    4   2.5640904372232348E-01
    5   1.4084783274653984E-01
    6   7.1836153324727550E-02
    7   2.3945766911273186E-02
    8   9.6871537765654911E-34
    9   3.1580248046808868E-33
   10   1.1336443148043594E-33
   11   1.2651061066793483E-33
   12   1.0133805696659481E-33
   13   2.0019055000404667E-33
   14   1.4524424881757398E-33
   15   2.0802826727316498E-33
   16   1.5185132822570858E-33
   17   2.0064187131475322E-33
   18   1.5897071500491421E-33
   19   1.2200207429285124E-33
   20   1.1822996529739052E-33
   21   1.2485804933674404E-33
   22   9.8518197160515644E-34
   23   1.8424256489471558E-33
   24   1.0058937747427477E-33
   25   1.6208203914676093E-33
   26   1.5838627406867189E-33
   27   1.4889717662145163E-33
   28   1.3521451629904827E-33
   29   1.6929986400491981E-33
   30   2.3600093734116895E-33
   31   3.6722324830839512E-33
   32   1.8182167426955049E-33
   33   3.6724655016028966E-33
   34   2.6402165019952233E-33
   35   1.7675483673265394E-33
   36   1.2893527217618316E-33
   37   1.8118991525807147E-33
   38   1.1435961257517991E-33
   39   1.6329702021757170E-33
   40   9.7754505696784792E-34
   41   1.5064661356589625E-33
   42   1.0158639974430976E-33
   43   1.2232236834766270E-33
   44   8.7964654052752261E-34
   45   1.1821293967732186E-33
   46   1.3421514762596085E-33
   47   1.6791309205812861E-33
   48   1.5090720879417104E-33
   49   1.7008378867058089E-33
   50   1.3194933089298899E-33
   51   1.2039065317477568E-33
   52   9.5937876364461832E-34
   53   1.1471079745870345E-33
   54   1.1049232500781367E-33
   55   1.3435713319449437E-33
   56   9.5723996318716080E-34
   57   1.4712529710570754E-33
   58   1.2670636504049110E-33
   59   1.6210557705043394E-33
   60   1.5344554584357574E-33
   61   1.8716223149686556E-33
   62   2.9166820622786055E-33
   63   4.9251021028318310E-33
   64   4.1965053963383375E-33
   65   5.1415083284102479E-33
   66   3.9977358423822624E-33
   67   1.8039194516535997E-33
   68   1.4816173479147846E-33
   69   1.4829020739990313E-33
   70   1.2631825833271299E-33
   71   1.5422170570511290E-33
   72   9.1532427095891411E-34
   73   1.6406545530380957E-33
   74   9.0786187157116770E-34
   75   1.1927030242348934E-33
   76   8.4526714030390811E-34
   77   1.2544023958158100E-33
   78   1.1052715368791639E-33
   79   1.9480027097374785E-33
   80   1.5516372102021000E-33
   81   1.9480437953884715E-33
   82   1.0076958615731479E-33
   83   1.2216863206616044E-33
   84   8.0967014613456983E-34
   85   1.1103021145991821E-33
   86   1.0343169396346998E-33
   87   1.5707178127159613E-33
   88   8.8710623098473526E-34
   89   1.6356349813987657E-33
   90   1.1393406667117256E-33
   91   1.4213542948488618E-33
   92   1.1625779717743731E-33
   93   1.8221982085535675E-33
   94   2.3163621879080666E-33
   95   4.2900955871494202E-33
   96   2.3144717311440354E-33
   97   4.6462182562313879E-33
   98   2.2700980378331765E-33
   99   1.6386687164701481E-33
  100   1.0271175757226123E-33
  101   1.2570780579150605E-33
  102   1.1442568380730880E-33
  103   1.3889626057896711E-33
  104   9.7646855282720611E-34
  105   1.4032960733121250E-33
  106   8.6057774105420199E-34
  107   1.2310703132760525E-33
  108   8.2735721240055107E-34
  109   1.1195938576051385E-33
  110   1.2811783435784254E-33
  111   2.0315851674823899E-33
  112   1.6133056976720324E-33
  113   1.6266325667694336E-33
  114   1.2775123089971029E-33
  115   1.0055598149549666E-33
  116   9.2841848093559259E-34
  117   1.0332540066210824E-33
  118   1.1409883732396956E-33
  119   1.4349935588366162E-33
  120   8.1940035463781371E-34
  121   1.3775369245126889E-33
  122   1.1970872654855937E-33
  123   1.6537423375679376E-33
  124   1.8705580969473111E-33
  125   2.1552017619199026E-33
  126   4.3023423230862131E-33
  127   7.4859560109677245E-33
  128   6.6398635945921871E-33
