# kyz             |phi(kyz)|^2
    0   1.8401407197237454E-33
    1   3.3485325762479397E+00
    2   1.0570650219025617E+00
    3   6.3688951225940205E-01
    4   6.2443798213662915E-01
    5   2.5707874057995411E-01
    6   1.7730558343880162E-01
    7   1.5522368890977939E-01
    8   1.1574585536171685E-01
    9   9.6595405951086372E-02
   10   7.7287281876795663E-02
   11   7.0844070547260940E-02
   12   6.2585264856278786E-02
   13   5.5796441215323005E-02
   14   4.9265898775701825E-02
   15   4.0808538599734753E-02
   16   3.7258785552975147E-02
   17   3.5368112107359483E-02
   18   3.0058809815092426E-02
   19   2.9483351552623407E-02
   20   2.5776873860326479E-02
   21   2.4197949138530017E-02
   22   2.2936143583436801E-02
   23   2.0203710487571976E-02
   24   1.8946299993443542E-02
   25   1.8283152414476221E-02
   26   1.7019438727168486E-02
   27   1.5858290595034491E-02
   28   1.4738678335061695E-02
   29   1.4477801725666954E-02
   30   1.3817675919256561E-02
   31   1.2553761935965016E-02
   32   1.3091277383713285E-02
   33   1.1298244520373830E-02
   34   1.0982022543138696E-02
   35   1.0286411919070110E-02
   36   9.8412321854633982E-03
   37   9.3250592709518011E-03
   38   9.2685476518910639E-03
   39   8.5922735725670520E-03
   40   8.1901910830120862E-03
   41   8.1532174804565382E-03
   42   7.7628386354740755E-03
   43   7.5807828958430511E-03
   44   7.0723365373946195E-03
   45   6.7569999783749692E-03
   46   6.6759572305029073E-03
   47   6.4755315425221458E-03
   48   6.0902784650850080E-03
   49   5.8936978825763174E-03
   50   5.8412763038278703E-03
   51   5.6689884024658651E-03
   52   5.3597777524318855E-03
   53   5.2123378681131552E-03
   54   5.0066504974062192E-03
   55   4.8914950488042853E-03
   56   4.7276455873507973E-03
   57   4.7202335740798070E-03
   58   4.5405019034334276E-03
   59   4.4716869098696994E-03
   60   4.3475100304765282E-03
   61   4.0936554279664408E-03
   62   4.0838281735393264E-03
   63   3.9262562810055820E-03
   64   3.7945957365675721E-03
   65   3.8032041981711688E-03
   66   3.6493939929581106E-03
   67   3.5089058457288278E-03
   68   3.5209192847998204E-03
   69   3.4326189773234250E-03
   70   3.2714569143137834E-03
   71   3.2790114784104658E-03
   72   3.1682509326332177E-03
   73   3.0866887329018709E-03
   74   2.9725037485571746E-03
   75   2.9875069126649185E-03
   76   2.9088082928164505E-03
   77   2.8186199427018238E-03
   78   2.7733440661391194E-03
   79   2.7344350895339401E-03
   80   2.6745607074709190E-03
   81   2.6168549881969614E-03
   82   2.5267579427193268E-03
   83   2.5146634112495508E-03
   84   2.4177607037969644E-03
   85   2.3939768862025635E-03
   86   2.3091066085852516E-03
   87   2.2645326343774252E-03
   88   2.2527759272137227E-03
   89   2.1782585170882392E-03
   90   2.1747529058150305E-03
   91   2.1480913589800553E-03
   92   2.1052407794652237E-03
   93   2.0300461003516330E-03
   94   2.0207954797540027E-03
   95   1.9473419547364733E-03
   96   1.9521727350651932E-03
   97   1.9088457067687680E-03
   98   1.8518869139669940E-03
   99   1.8295566193457789E-03
  100   1.7818812361660896E-03
  101   1.7738670921407704E-03
  102   1.7119061817663791E-03
  103   1.6708699102551492E-03
  104   1.6752147848979122E-03
  105   1.6425330616991296E-03
  106   1.6152175323587523E-03
  107   1.5700989320148347E-03
  108   1.5414750165882391E-03
  109   1.5249445286821747E-03
  110   1.4881713216971051E-03
  111   1.4331828811935479E-03
  112   1.4184264611570949E-03
  113   1.4005699731585888E-03
  114   1.3595568269084940E-03
  115   1.3337892718687239E-03
  116   1.2786266865914715E-03
  117   1.2494759394791357E-03
  118   1.2093790782572473E-03
  119   1.1805304906609120E-03
  120   1.1486513725883832E-03
  121   1.0819923796555849E-03
  122   1.0298326611143361E-03
  123   9.8094695202659440E-04
  124   9.1717138748790487E-04
  125   8.3210012012006765E-04
  126   7.4154056170720696E-04
  127   5.6973747375433769E-04
  128   3.7990980436645815E-33
