# kyz             |phi(kyz)|^2
    0   1.2930943622347456E-34
    1   7.1210934937854025E-07
    2   7.1211142126522173E-05
    3   3.6837164133262209E-04
    4   8.3868298874175610E-04
    5   1.3520838453926543E-03
    6   2.4763001230292581E-03
    7   2.9317722260318053E-03
    8   4.2052943939742014E-03
    9   4.4362094977070440E-03
   10   5.7003177992892701E-03
   11   7.0222829777157525E-03
   12   8.3374734720200686E-03
   13   9.7013989909178755E-03
   14   1.3143915909022407E-02
   15   1.7325467472723323E-02
   16   3.5936062018441843E-02
   17   3.4812870272419492E-02
   18   2.9376610518551415E-02
   19   2.8660884164973591E-02
   20   2.4801336610168149E-02
   21   2.3197568447401024E-02
   22   2.1775995773428907E-02
   23   1.8873226536849991E-02
   24   1.7435472166038243E-02
   25   1.6371535987878907E-02
   26   1.4890947610465059E-02
   27   1.3504507820188980E-02
   28   1.1855452774240985E-02
   29   1.0983273122377336E-02
   30   9.6229552444885274E-03
   31   6.4415320510333050E-03
   32   4.5303229221478912E-04
   33   2.5897616689323171E-34
   34   3.6042869824368115E-34
   35   3.8394785179070495E-34
   36   3.5246094245624600E-34
   37   3.0802792126064912E-34
   38   2.9621998171343004E-34
   39   3.0220250704749180E-34
   40   3.0714985794777412E-34
   41   4.0399338856960944E-34
   42   3.9661363463134596E-34
   43   3.5545415464281481E-34
   44   4.1324850830566080E-34
   45   3.4278007742273889E-34
   46   3.3846413945768987E-34
   47   4.2020266332351658E-34
   48   3.3108887399842601E-34
   49   3.4467482102731386E-34
   50   3.7550054686119175E-34
   51   3.2767540794423055E-34
   52   2.7995559617835272E-34
   53   3.6958113932425540E-34
   54   2.4535468065278011E-34
   55   3.4590779778634849E-34
   56   2.7147527050649198E-34
   57   2.5945614338251483E-34
   58   2.6315654030900338E-34
   59   3.3180570561701684E-34
   60   2.2669404922669279E-34
   61   3.3390565938479989E-34
   62   2.7930035686548474E-34
   63   2.6410033324766239E-34
   64   1.8690436842001074E-34
   65   2.8926736715402317E-34
   66   2.9568333324604862E-34
   67   3.2578722545130384E-34
   68   2.4945813556032294E-34
   69   3.0494840861109958E-34
   70   3.3757344186649098E-34
   71   2.9137721873261481E-34
   72   3.0517734476599045E-34
   73   2.6767443253790767E-34
   74   2.5897976297181726E-34
   75   3.0860420974571018E-34
   76   2.8875119071547447E-34
   77   3.4899676256569937E-34
   78   3.0991279387814771E-34
   79   3.5356550085158626E-34
   80   3.5381396971073730E-34
   81   3.7053469480962544E-34
   82   4.4317738898565680E-34
   83   3.6462822786478293E-34
   84   3.1552424758451462E-34
   85   3.3314934514188058E-34
   86   3.4171515092027820E-34
   87   3.0438449409981894E-34
   88   3.4853306303997909E-34
   89   3.9135971404253860E-34
   90   3.5811210173017333E-34
   91   3.0111540186267003E-34
   92   2.6428850424708631E-34
   93   3.7486795401387458E-34
   94   3.0705159935992992E-34
   95   2.4533046022903783E-34
   96   2.0545801682426333E-34
   97   3.6704465127808127E-34
   98   3.3536465241548549E-34
   99   3.3549306976517544E-34
  100   3.5421773108134595E-34
  101   3.7149817324953143E-34
  102   3.8061648487278128E-34
  103   3.9767296267731377E-34
  104   3.7964585275074504E-34
  105   3.7815150628549394E-34
  106   4.9026641015459972E-34
  107   4.0241713736089789E-34
  108   5.3113189223744129E-34
  109   5.2159176615862312E-34
  110   4.8542748101983062E-34
  111   6.6944498988083725E-34
  112   4.1221598484065171E-34
  113   3.6435616334012575E-34
  114   2.8060108341940081E-34
  115   3.6470899363150336E-34
  116   2.4571810326480033E-34
  117   3.1204355450497791E-34
  118   3.1825669775484320E-34
  119   3.5419028519009625E-34
  120   2.9460035434735969E-34
  121   2.6418265148856240E-34
  122   3.2445039535859153E-34
  123   3.1902978741518773E-34
  124   3.0391465590906840E-34
  125   2.6507989357486940E-34
  126   2.9203845590593833E-34
  127   2.5100831889542903E-34
  128   2.2185225013872800E-34
