#  kx              |phi(kx)|^2
    0   1.7048200973269667E+00
    1   2.4783023969113387E+00
    2   1.1795781907655656E+00
    3   6.1528456053121527E-01
    4   3.5256592436071205E-01
    5   2.1989322842971851E-01
    6   1.4693113759275256E-01
    7   1.0347687452555583E-01
    8   7.5193435948479284E-02
    9   5.6619241085879429E-02
   10   4.3599657196128266E-02
   11   3.4172248424714703E-02
   12   2.6755904691907053E-02
   13   2.1484699979713095E-02
   14   1.7071951929578125E-02
   15   1.3932912198502269E-02
   16   1.1157007801585720E-02
   17   9.2083351481071392E-03
   18   7.3941251169236111E-03
   19   5.9214491639608046E-03
   20   4.7226306972638727E-03
   21   3.9384951164809796E-03
   22   3.1245977352905743E-03
   23   2.4597775858704192E-03
   24   1.9182660857581242E-03
   25   1.3553656633779651E-03
   26   1.0176165825178626E-03
   27   7.5026420842902539E-04
   28   4.6591703129315502E-04
   29   2.6184578550579086E-04
   30   1.2706780158109333E-04
   31   1.7199087573455793E-05
   32   2.5928413220504503E-33
   33   4.6430303433025595E-33
   34   2.9533767524592260E-33
   35   2.5303810349047105E-33
   36   1.5249564766589526E-33
   37   1.9900147154465536E-33
   38   1.4755600924624323E-33
   39   2.0665478183678157E-33
   40   1.6232821035285503E-33
   41   2.5217378203444692E-33
   42   1.5745623266129070E-33
   43   1.7287826182167337E-33
   44   1.5649187951766046E-33
   45   1.8158732792496942E-33
   46   2.0405584178853744E-33
   47   2.4934077017276096E-33
   48   2.2103685869667323E-33
   49   2.3683886344565680E-33
   50   1.6844585605361349E-33
   51   1.9261920820175253E-33
   52   1.4609117103470889E-33
   53   1.9202937256474131E-33
   54   1.6999370981781291E-33
   55   2.5836375833663331E-33
   56   1.5584611209669334E-33
   57   2.2754177844847735E-33
   58   2.0902281252723051E-33
   59   2.3731941229249647E-33
   60   2.1517856995721277E-33
   61   2.5846701885010489E-33
   62   3.4715082237297130E-33
   63   6.0231368214928646E-33
   64   5.1202236427293704E-33
   65   7.8725913074675116E-33
   66   3.6597592244306504E-33
   67   2.9173943007199042E-33
   68   2.1496261878799739E-33
   69   2.4292716764267384E-33
   70   1.8317153482024208E-33
   71   2.1376315139074808E-33
   72   1.7852950002371784E-33
   73   2.2357089869483426E-33
   74   1.4770775779353947E-33
   75   2.0854016503925722E-33
   76   1.4697908984745348E-33
   77   1.8831345684029899E-33
   78   1.6851203034451105E-33
   79   2.6016317518728971E-33
   80   2.0275794645086799E-33
   81   3.0961819587908079E-33
   82   1.6838852157736543E-33
   83   1.5886027886560018E-33
   84   1.4554099215376696E-33
   85   1.6282834255642984E-33
   86   1.5441218347837493E-33
   87   2.1731603681204870E-33
   88   1.4522217376959608E-33
   89   2.2781750653492739E-33
   90   1.7053915416974887E-33
   91   2.1990137139332530E-33
   92   1.7858704959977953E-33
   93   1.9981642138277907E-33
   94   2.4536406715121025E-33
   95   4.8673975302007191E-33
   96   3.2151187674865621E-33
   97   5.6975558799830322E-33
   98   2.6251441071136636E-33
   99   2.6393820316405176E-33
  100   1.3227488263685291E-33
  101   1.7615291842843152E-33
  102   1.6799906107383602E-33
  103   2.2218210568929626E-33
  104   1.5847756247548453E-33
  105   2.2695956137750437E-33
  106   1.4511240959173088E-33
  107   1.8145145969905173E-33
  108   1.2653280061627379E-33
  109   1.7730845005859526E-33
  110   1.9644946524315484E-33
  111   3.1336615351582300E-33
  112   2.1091689368400200E-33
  113   2.4960816361564423E-33
  114   1.7003039526678416E-33
  115   1.8743609089464027E-33
  116   1.5063026601556491E-33
  117   1.9116160535661782E-33
  118   1.7442711725419385E-33
  119   2.3928474994421264E-33
  120   1.7420289920428163E-33
  121   2.1800420008925671E-33
  122   2.0523212730808487E-33
  123   2.6051416608189345E-33
  124   2.7274362689910315E-33
  125   3.1571665357908794E-33
  126   6.2337361695500533E-33
  127   1.1918615582115749E-32
  128   5.3156593131161692E-33
