#  kx              |phi(kx)|^2
    0   1.1481443620279947E+00
    1   1.4715178486322820E+00
    2   2.7559208474382769E-34
    3   1.0528269069845142E-33
    4   2.2615001920876884E-34
    5   1.2534906337465839E-33
    6   5.8802983463360433E-35
    7   6.5069406952194090E-34
    8   2.4329313976708641E-34
    9   7.4825343171714730E-34
   10   7.7204821242950551E-35
   11   3.3233582163017544E-34
   12   1.1405521231887798E-34
   13   9.2886128202951550E-34
   14   6.5284583952551643E-35
   15   1.2292532547186196E-33
   16   4.0234092381057787E-34
   17   9.6722680305753932E-34
   18   7.3095468686328701E-35
   19   4.9846729926987278E-34
   20   1.5428859369944805E-34
   21   2.4955067410193988E-34
   22   6.3647883150319565E-35
   23   8.5078556704461893E-34
   24   2.2167122648915730E-34
   25   6.9080669572640824E-34
   26   5.4401713965822307E-35
   27   2.2475894250929031E-34
   28   1.2847527765690939E-34
   29   2.5042664599130156E-34
   30   6.3216084050847047E-35
   31   1.8352317164155937E-33
   32   9.1212679290613862E-34
   33   2.4019486231013306E-33
   34   6.2485205992420033E-35
   35   2.4527012370780184E-34
   36   1.2475905084123307E-34
   37   2.4069416652091768E-34
   38   6.4331320520104332E-35
   39   5.5736551563009992E-34
   40   1.8171414329917571E-34
   41   7.9649873057039963E-34
   42   3.9760683013121817E-35
   43   2.1977961483744683E-34
   44   7.6263135025369443E-35
   45   2.3391583500312268E-34
   46   6.4685756108210806E-35
   47   8.4732134120563947E-34
   48   4.9544816355683280E-34
   49   6.0564207274054692E-34
   50   7.4072823864183062E-35
   51   2.5550195388299275E-34
   52   1.3565833218940709E-34
   53   2.4170108780832012E-34
   54   5.1233246955641145E-35
   55   7.3224215377060603E-34
   56   2.4466047777100870E-34
   57   5.1099726228577080E-34
   58   6.6849577805013465E-35
   59   2.0526921911111953E-34
   60   1.1093286862909185E-34
   61   2.2975375466633723E-34
   62   6.3958241896010232E-35
   63   2.4705957253675212E-33
   64   1.4444801431174812E-33
   65   2.7525284141645859E-33
   66   5.6229760397256787E-35
   67   1.9180338987382059E-34
   68   9.7501369890715618E-35
   69   2.2144816399963621E-34
   70   5.2617349504772516E-35
   71   6.0964541746654903E-34
   72   2.1397829232705708E-34
   73   6.1526643336990950E-34
   74   5.6440719022595781E-35
   75   2.2033683986446894E-34
   76   9.9219028763375311E-35
   77   2.5344533897971132E-34
   78   6.4082722985345675E-35
   79   8.8864777921838815E-34
   80   5.3233232955469018E-34
   81   7.4310957860661602E-34
   82   6.4165826923276692E-35
   83   2.3846589176060734E-34
   84   1.1292793559097310E-34
   85   2.5272170707069885E-34
   86   6.1785237689182798E-35
   87   5.4216279640629065E-34
   88   2.2848570231207816E-34
   89   6.0296979987970587E-34
   90   5.5285375132029243E-35
   91   2.3242513826066345E-34
   92   9.3873666056155300E-35
   93   2.2214655694437288E-34
   94   5.4423312841327830E-35
   95   2.2497205843848425E-33
   96   8.4727394902894408E-34
   97   2.4431722317307919E-33
   98   7.0998102292586986E-35
   99   2.0902854403422777E-34
  100   1.1747379024739440E-34
  101   2.0787448817362091E-34
  102   5.3393614350894427E-35
  103   5.2461322169330759E-34
  104   1.7545461850718059E-34
  105   5.4047580564798170E-34
  106   5.3693246287787556E-35
  107   2.4884689780699739E-34
  108   9.6841625300292521E-35
  109   2.1148584038699970E-34
  110   7.0068655415313638E-35
  111   8.4842504054408523E-34
  112   4.8223094782353868E-34
  113   7.5181523520900264E-34
  114   6.9879845185501274E-35
  115   1.9306047676311954E-34
  116   1.0032176897193989E-34
  117   2.3899211449458498E-34
  118   6.0695698197353903E-35
  119   6.0736223273968607E-34
  120   2.0297435859721188E-34
  121   4.8631909873212442E-34
  122   5.3026419364199676E-35
  123   2.4802048169528965E-34
  124   1.4856019204483576E-34
  125   2.0266182707376334E-34
  126   6.3663869554691623E-35
  127   3.6787794175328927E-33
  128   2.7909476074414286E-33
