#  kx              |phi(kx)|^2
    0   1.4099732001956855E-01
    1   2.5000804736697768E-01
    2   1.7649971580103058E-01
    3   1.9771903966409954E-01
    4   2.5640904372232348E-01
    5   1.4084783274653981E-01
    6   7.1836153324727550E-02
    7   2.3945766911273182E-02
    8   1.4530378366111708E-34
    9   3.1197588759388627E-34
   10   2.0886847447753218E-34
   11   3.3416818485630827E-34
   12   3.7174778817342928E-34
   13   5.4955082655367206E-34
   14   3.8966311108597605E-34
   15   2.9270378008622543E-34
   16   1.4854756780962460E-34
   17   3.4519809321598245E-34
   18   2.3835741840187425E-34
   19   3.6736643547185157E-34
   20   5.3888998279917654E-34
   21   4.3427067236527115E-34
   22   2.2030525380950508E-34
   23   2.8789094403846436E-34
   24   1.0768246123459354E-34
   25   2.7551906844763745E-34
   26   3.4393808426954648E-34
   27   6.2254533157506348E-34
   28   6.3781854569361584E-34
   29   4.9466837242388454E-34
   30   4.2586725831896992E-34
   31   4.0022715825723955E-34
   32   3.0033816083318004E-34
   33   4.3977620330545327E-34
   34   3.8220182163608594E-34
   35   4.8286023605476315E-34
   36   6.9038492640951152E-34
   37   8.0795238876733153E-34
   38   3.4314061602694267E-34
   39   2.9863611253715059E-34
   40   1.0501331356431136E-34
   41   2.7960666112771742E-34
   42   1.9589664297399273E-34
   43   2.5851134528619876E-34
   44   2.3149825522840446E-34
   45   3.0282990205231016E-34
   46   1.8510843016332099E-34
   47   2.4514803816298688E-34
   48   1.7126843614741256E-34
   49   2.4013499790365331E-34
   50   1.9643877683528038E-34
   51   3.1582198317463394E-34
   52   2.1988730824865766E-34
   53   2.8196747964595849E-34
   54   2.1060325203971300E-34
   55   2.3738918497157068E-34
   56   9.8653740510163855E-35
   57   3.0289074921003356E-34
   58   4.2651679678519074E-34
   59   6.7022707790572237E-34
   60   9.4820759641144561E-34
   61   6.0516041665231900E-34
   62   3.6389219794030443E-34
   63   5.7832944608729001E-34
   64   5.1600508061758446E-34
   65   7.0583242406792442E-34
   66   4.3324621181881394E-34
   67   6.0087340941785667E-34
   68   8.1647932698152726E-34
   69   6.0607640700821974E-34
   70   3.7972014856965209E-34
   71   2.7438755569155512E-34
   72   1.0445433238333627E-34
   73   2.2653454899361836E-34
   74   1.8847802447681836E-34
   75   3.3323397071683546E-34
   76   1.9793337747068348E-34
   77   2.7426137977482123E-34
   78   1.8133016576602644E-34
   79   2.2279298947264660E-34
   80   1.5689384123543602E-34
   81   2.3259262190994375E-34
   82   1.8859971453555498E-34
   83   3.2641777321166488E-34
   84   1.9264276443973238E-34
   85   2.9442057484876982E-34
   86   2.1629788710784080E-34
   87   2.4859223486511021E-34
   88   1.0333558051252095E-34
   89   2.5262870628787841E-34
   90   2.6898922955021859E-34
   91   4.9544507486867831E-34
   92   5.4281120108319946E-34
   93   5.0485067011268318E-34
   94   2.9942509534252538E-34
   95   5.2973337588226735E-34
   96   2.8883162102979167E-34
   97   5.6311055578540609E-34
   98   3.2180681622714037E-34
   99   4.7476803913040169E-34
  100   5.3800813835052826E-34
  101   4.9727921968870807E-34
  102   3.2676540284322262E-34
  103   2.6618065709663052E-34
  104   1.0200023343545529E-34
  105   2.1398275294970738E-34
  106   1.4976409470710336E-34
  107   2.9018538492361008E-34
  108   1.6688985768342209E-34
  109   2.4962985694697545E-34
  110   1.8137754503206080E-34
  111   2.5788043671681519E-34
  112   1.3058184660679195E-34
  113   2.2041131989736141E-34
  114   1.9905623646277587E-34
  115   2.9117837924468335E-34
  116   2.0346161726225000E-34
  117   2.6755754628120350E-34
  118   1.9780543132808653E-34
  119   2.5334749604187978E-34
  120   1.1318745498305866E-34
  121   3.0770089429913430E-34
  122   4.7233401225955618E-34
  123   8.9849042942835061E-34
  124   1.1775720596934624E-33
  125   7.9521827787030522E-34
  126   6.0103465721330022E-34
  127   1.1849934619109142E-33
  128   8.4182137703797273E-34
