#   k               |phi(k)|^2
    0   1.8807909613156600E-37
    1   2.4921435476399338E+00
    2   1.3418308550172187E+00
    3   7.6509719273023147E-01
    4   7.6722010593552464E-02
    5   4.2186846046448848E-33
    6   3.9089635345917656E-33
    7   3.8543881592954560E-33
    8   4.3315245987935256E-34
    9   4.1014138614564283E-33
   10   1.7707626447637273E-33
   11   2.2966005368314871E-33
   12   6.7217939115731410E-34
   13   3.1857919607426961E-33
   14   4.2964315503196062E-33
   15   9.0545560174274146E-33
   16   5.0405171912347904E-34
   17   2.7570367356861626E-33
   18   2.1150805451617853E-33
   19   1.8523577754765357E-33
   20   9.7344728494345655E-34
   21   1.7275230141867430E-33
   22   1.4842177325215256E-33
   23   2.1325303611716536E-33
   24   7.3863840236724596E-34
   25   1.3099652408015323E-33
   26   1.4103199265059043E-33
   27   6.7135718605660520E-34
   28   6.7135564902418765E-34
   29   2.3011892933192259E-33
   30   5.1312230933182659E-33
   31   6.4777501473127940E-33
   32   1.3188396392835972E-33
   33   4.7464242833626387E-33
   34   3.2809268678850900E-33
   35   3.7514160667967917E-33
   36   1.5123764709304568E-33
   37   1.4254787523290203E-33
   38   1.6826460320000466E-33
   39   1.7744965560060662E-33
   40   5.5855924243603917E-34
   41   2.7192966699497123E-33
   42   1.5824988467109986E-33
   43   1.5392363497475779E-33
   44   1.4815859965262809E-33
   45   2.1993163405965465E-33
   46   5.0339528365588511E-33
   47   7.4492041005850058E-33
   48   9.9697622606959294E-34
   49   4.4463381683092776E-33
   50   1.8380910941574599E-33
   51   2.3457387754581401E-33
   52   6.4307865025538355E-34
   53   2.1216418313708783E-33
   54   1.8690272897961704E-33
   55   2.6865263450663081E-33
   56   7.3321611811439201E-34
   57   2.0632842453573925E-33
   58   1.2064572052265921E-33
   59   1.5386285111541289E-33
   60   1.1916027417950577E-33
   61   2.0056807070781624E-33
   62   7.5836882564421345E-33
   63   2.4575272578339290E-32
   64   1.3109740001014541E-33
   65   1.6368002533626806E-32
   66   4.6239266712811374E-33
   67   5.4550142012858128E-33
   68   1.7565053014273081E-33
   69   2.2187847090917450E-33
   70   2.1319035631164694E-33
   71   3.0349045904861082E-33
   72   1.3286363693784146E-33
   73   2.6487139837292032E-33
   74   1.6928754263805854E-33
   75   2.8579649247331127E-33
   76   1.4760973315750980E-33
   77   2.1243908554011232E-33
   78   3.1122870886957488E-33
   79   4.2203461144500101E-33
   80   1.3472547908466988E-33
   81   1.2581569055418791E-32
   82   2.8357365191090566E-33
   83   1.8000783398832928E-33
   84   1.8418292981009828E-33
   85   2.0558910532916069E-33
   86   1.8250160432980075E-33
   87   1.9706248642591678E-33
   88   9.0474602716278476E-34
   89   1.8935885177315587E-33
   90   1.5605322686267493E-33
   91   1.7432816008968162E-33
   92   1.3253575779912062E-33
   93   2.2084309787172785E-33
   94   3.9382493463871384E-33
   95   1.2297829865829398E-32
   96   1.4845844878693113E-33
   97   1.2363935427115079E-32
   98   4.9192300559354381E-33
   99   2.7274326812194115E-33
  100   1.6243040625782105E-33
  101   2.0641821840247142E-33
  102   2.2902719619531923E-33
  103   2.3336647711361849E-33
  104   1.5325691394142861E-33
  105   3.0592145466476836E-33
  106   1.9429714999546210E-33
  107   2.1278144238054394E-33
  108   1.3841379654961310E-33
  109   3.8292450184784430E-33
  110   2.6824552992157553E-33
  111   4.9301780173183718E-33
  112   1.5568770263774339E-33
  113   8.6991809497793725E-33
  114   2.7112204837911257E-33
  115   3.1556349563810192E-33
  116   1.8657367472981402E-33
  117   2.0264282687518375E-33
  118   1.9391162751852441E-33
  119   2.3025486801741806E-33
  120   1.6937171442287235E-33
  121   2.5808966349604265E-33
  122   2.0119319521431291E-33
  123   2.8203280697968816E-33
  124   1.8446852494252672E-33
  125   2.9259806022637000E-33
  126   1.3642196309384229E-32
  127   1.0392314791385230E-32
  128   2.6691985780780370E-33
