#  kx   kyz         |phi(kx, kyz)|^2
    0     0   4.7019774032891500E-36
    1     0   7.3468396926392969E-36
    2     0   3.4089336173846338E-36
    3     0   1.2959825217815720E-36
    4     0   8.1931956252313439E-36
    5     0   2.2158068513000120E-35
    6     0   2.6566172328583698E-36
    7     0   1.6973495577400726E-37
    8     0   3.3962256257701538E-37
    9     0   3.4210529843739344E-37
   10     0   1.9226762503771819E-37
   11     0   3.7964938656605667E-37
   12     0   1.8282641764515279E-37
   13     0   5.2382392471971678E-37
   14     0   4.4780963678451183E-37
   15     0   1.4602009407383165E-37
   16     0   6.2392813475101978E-37
   17     0   8.4805539425148258E-37
   18     0   3.3358369515123555E-36
   19     0   1.1037342648520351E-36
   20     0   2.3908385244591911E-36
   21     0   6.3912840455541477E-37
   22     0   6.2629959377868863E-38
   23     0   1.6172992983885769E-38
   24     0   7.4523326994817696E-37
   25     0   1.7726794750779850E-37
   26     0   4.3222246436510945E-37
   27     0   3.0702942813164605E-36
   28     0   2.5495617080337289E-36
   29     0   2.6495734576758321E-37
   30     0   9.0617986723389077E-37
   31     0   2.5184608251457801E-37
   32     0   1.1696648860963854E-36
   33     0   1.4723162065595174E-36
   34     0   5.9327497084851715E-37
   35     0   8.1571400142065686E-37
   36     0   1.0702204902944619E-36
   37     0   7.6954577541629145E-37
   38     0   2.3751189509259983E-36
   39     0   6.1237444376664534E-37
   40     0   1.2563854478593518E-37
   41     0   3.4277185994071930E-37
   42     0   6.9048763445434551E-37
   43     0   5.8477789527254532E-37
   44     0   3.0361481378996756E-36
   45     0   8.8299751456473185E-37
   46     0   1.4727444941210528E-36
   47     0   1.8010878921206875E-37
   48     0   2.5047985955948211E-37
   49     0   3.4848455857937095E-36
   50     0   8.6808438668451676E-38
   51     0   3.6808767609103637E-37
   52     0   2.2526818330445794E-36
   53     0   3.8699859220638478E-39
   54     0   3.5440714287049084E-38
   55     0   3.5255928939094734E-37
   56     0   1.8268143065034710E-37
   57     0   8.4387216469519441E-37
   58     0   1.6475761537520688E-36
   59     0   2.7006312567177461E-36
   60     0   4.9597808433510458E-37
   61     0   1.1461356906442797E-37
   62     0   1.0916092616314896E-37
   63     0   1.3243772679823278E-38
   64     0   4.5287813972536885E-38
   65     0   2.1719275104399372E-36
   66     0   3.6340978419564141E-36
   67     0   1.3963386300674718E-36
   68     0   1.3901189647316184E-37
   69     0   1.8862216108375414E-36
   70     0   2.7491099267857416E-37
   71     0   9.5176057732808386E-37
   72     0   1.1969252973075335E-37
   73     0   1.7612819773021240E-36
   74     0   2.4547818860052358E-36
   75     0   1.4589150541144956E-36
   76     0   8.0824500240039378E-37
   77     0   4.7284973064394367E-37
   78     0   8.1455683197502197E-40
   79     0   1.4636236978582465E-36
   80     0   9.5126517837301342E-38
   81     0   4.7582938980619879E-38
   82     0   5.3021307483136041E-38
   83     0   3.5209671480533075E-36
   84     0   1.4029513475492132E-37
   85     0   8.8630054672379029E-38
   86     0   5.4316135596578834E-37
   87     0   5.1543323897113349E-37
   88     0   1.6315260682129047E-37
   89     0   3.5289932155458710E-36
   90     0   1.2517747262281913E-36
   91     0   1.0475633819011373E-36
   92     0   3.6569439459990953E-36
   93     0   1.3059304178032441E-37
   94     0   1.1476827431803371E-37
   95     0   5.2994512682758196E-36
   96     0   1.1610667645612024E-37
   97     0   7.7651116724723945E-37
   98     0   5.0231042362320050E-38
   99     0   1.2831498561511561E-36
  100     0   6.8196222914215040E-37
  101     0   6.1432265427192395E-37
  102     0   1.3309177206019692E-37
  103     0   1.6143017655966832E-37
  104     0   3.3235091311482743E-39
  105     0   1.0689026885127484E-36
  106     0   6.0436394179016120E-37
