#  kx              |phi(kx)|^2
    0   1.3876197623764090E+00
    1   2.0847946618762090E+00
    2   8.8431092795736199E-01
    3   3.1906825377095621E-01
    4   8.1694868669510618E-34
    5   2.0070306251496855E-33
    6   1.5933429362901816E-33
    7   1.6373425401097458E-33
    8   6.5679901696469074E-34
    9   2.3873345812786555E-33
   10   6.2251585331503400E-34
   11   8.6572473661882180E-34
   12   4.5710384291334402E-34
   13   1.3809854065435988E-33
   14   1.3534354938361520E-33
   15   1.7646125820137669E-33
   16   7.3439323552782754E-34
   17   1.7266722565830596E-33
   18   9.5319335743782341E-34
   19   8.5584649993914351E-34
   20   4.1055692998998289E-34
   21   7.8240234150101796E-34
   22   4.7887281050959736E-34
   23   1.3123204582755572E-33
   24   6.5147113939714641E-34
   25   1.3819401886396209E-33
   26   8.9714278480140531E-34
   27   7.0388990800290292E-34
   28   4.2462119852079687E-34
   29   1.0663892905045877E-33
   30   2.0681381065922115E-33
   31   3.2352851774455417E-33
   32   1.1375077858242085E-33
   33   3.7391051886249657E-33
   34   1.7452823790625138E-33
   35   1.1071210359387866E-33
   36   4.7061716088951875E-34
   37   6.8013726180121692E-34
   38   6.1121987763516695E-34
   39   1.2361142796685035E-33
   40   5.2127131333764300E-34
   41   1.6211669730457241E-33
   42   5.6131730877369407E-34
   43   7.0760605384572200E-34
   44   4.2275830908995745E-34
   45   7.8626300317556831E-34
   46   9.0064834604718550E-34
   47   1.6607498774250241E-33
   48   8.3305470508804895E-34
   49   1.6853908865010572E-33
   50   7.8117435287499382E-34
   51   7.6398222505183203E-34
   52   4.4761165650618999E-34
   53   6.3374756266462975E-34
   54   6.4158858234812507E-34
   55   1.4551361492492413E-33
   56   5.7521061947808188E-34
   57   1.1365233392846134E-33
   58   6.0578674302510542E-34
   59   6.8886213167926399E-34
   60   4.3151178079064837E-34
   61   1.5244526037123191E-33
   62   1.8274237290817158E-33
   63   3.7594053169812452E-33
   64   2.3999261845082380E-33
   65   4.5221228678333477E-33
   66   2.0660409103744097E-33
   67   1.4940721509754911E-33
   68   3.5160825070995203E-34
   69   6.6535167604153063E-34
   70   5.8304372746167304E-34
   71   1.0852470748311104E-33
   72   6.5584275690113423E-34
   73   1.1018318609779839E-33
   74   6.0635110458852373E-34
   75   6.5298999957991902E-34
   76   3.4932045746719580E-34
   77   7.5341291222263217E-34
   78   7.5273438557965587E-34
   79   1.4584613348888470E-33
   80   8.3457439885891513E-34
   81   1.6526899845688548E-33
   82   8.2650948542964485E-34
   83   6.4786264132095973E-34
   84   3.8788136877738102E-34
   85   7.0662561920477301E-34
   86   5.8730583157177874E-34
   87   1.0624327348875362E-33
   88   6.3069539513002325E-34
   89   1.1863034322486623E-33
   90   4.9577960520850649E-34
   91   7.1431065343371637E-34
   92   3.9813488834618528E-34
   93   9.7352518008406492E-34
   94   1.3925458162307396E-33
   95   4.4654405907714831E-33
   96   1.1198687471948289E-33
   97   4.5067359813530383E-33
   98   1.2876820191375325E-33
   99   1.0812817729255371E-33
  100   3.7121002760885298E-34
  101   7.5155000028155761E-34
  102   5.5227317502948660E-34
  103   1.1412463967742417E-33
  104   5.2618080250159009E-34
  105   1.2089279185667416E-33
  106   5.4135576299388729E-34
  107   7.1877076410741725E-34
  108   3.8046506214357934E-34
  109   7.8971022369659264E-34
  110   7.8639067041540836E-34
  111   1.9289512321060773E-33
  112   8.2349356789226321E-34
  113   1.4448835143617585E-33
  114   7.2218050051067262E-34
  115   8.0185037974596372E-34
  116   4.3573045146898835E-34
  117   7.2285592740933566E-34
  118   5.7521361024161789E-34
  119   1.1956074861798668E-33
  120   6.5552388989219003E-34
  121   9.9239801463629722E-34
  122   5.8090657197044492E-34
  123   6.6253898193045014E-34
  124   4.1725216821959035E-34
  125   2.2003716711833543E-33
  126   2.4178175934476265E-33
  127   6.2481459897214951E-33
  128   4.6355877093654897E-33
