#   k               |phi(k)|^2
    0   7.9040240149290612E-35
    1   2.4921435476399330E+00
    2   1.2751866302034351E-01
    3   4.3738231206737548E-33
    4   9.1843815459097815E-35
    5   5.6088015131823251E-33
    6   2.3269880419710897E-34
    7   5.7299082368169478E-34
    8   8.2405976035928910E-35
    9   1.3779914011220010E-33
   10   8.2748667370042535E-34
   11   1.2375585639224479E-33
   12   2.9733459173953849E-34
   13   2.2117849398716646E-33
   14   9.1220230665029444E-35
   15   5.0462375758573121E-33
   16   1.8305816138807996E-34
   17   1.9151502883566638E-33
   18   9.3988662406612619E-34
   19   8.6585661355881312E-34
   20   2.1076005982178136E-34
   21   8.1529058378351732E-34
   22   3.6964734728938910E-34
   23   1.0812554013529445E-33
   24   1.5796638363356965E-34
   25   6.9418931817731440E-34
   26   1.2308112767679862E-34
   27   9.2171033692608643E-34
   28   2.7336133343859642E-34
   29   7.8721421412411290E-34
   30   3.2067947498332295E-34
   31   2.3554018304957801E-33
   32   3.0298296791965490E-34
   33   2.9225960929095702E-33
   34   8.5506325041436873E-34
   35   6.0819293873288794E-34
   36   1.8704992567078812E-34
   37   6.7179092507811423E-34
   38   5.1487105948062088E-34
   39   7.3326729453853125E-34
   40   2.3783204559256157E-34
   41   7.5966517235904673E-34
   42   1.8836242622726815E-34
   43   7.7228783401571856E-34
   44   1.3281481061740901E-34
   45   8.0599659370198853E-34
   46   5.7697013972857478E-34
   47   7.0316856869218660E-33
   48   2.8180672916193073E-34
   49   2.8030246190168472E-33
   50   4.5095642578463398E-34
   51   1.0593886484490224E-33
   52   1.8279123101618131E-34
   53   4.9965095641837402E-34
   54   8.0616905457402427E-34
   55   1.0058346623538846E-33
   56   3.4678565093394127E-34
   57   9.3022974120222146E-34
   58   4.9063517694345081E-34
   59   1.0056723342271520E-33
   60   4.9661901295731371E-34
   61   6.3385195792232401E-34
   62   5.9251765149557385E-34
   63   4.9511739589713755E-33
   64   4.0521685580855378E-34
   65   8.4161551095076288E-33
   66   4.1274514676542109E-34
   67   8.2950068716727945E-34
   68   3.4551297684567770E-34
   69   1.7359604251480887E-33
   70   7.0097894360987211E-34
   71   8.1617982915120485E-34
   72   3.6908837441765303E-34
   73   1.2352095202327815E-33
   74   3.8056091847996415E-34
   75   6.5538448962774655E-34
   76   4.2770015837672691E-34
   77   6.2656102316842470E-34
   78   2.4993309876613328E-34
   79   3.8177606364221731E-33
   80   4.1622669305500537E-34
   81   3.6333760305509533E-33
   82   4.7309247437060898E-34
   83   1.0848498843267929E-33
   84   3.3904283293486339E-34
   85   1.2972573440199884E-33
   86   5.1740193794270409E-34
   87   1.1386876626836944E-33
   88   3.2653795624852904E-34
   89   1.6300036105899350E-33
   90   4.1819743355452661E-34
   91   1.3947732133666248E-33
   92   4.4889441441604499E-34
   93   4.8355362555679364E-34
   94   8.3898201756746007E-34
   95   7.0291292040594236E-33
   96   6.6370683083260316E-34
   97   3.9685492976971297E-33
   98   8.5259779062095307E-34
   99   6.1913022835958873E-34
  100   5.1216617971416791E-34
  101   1.2275556077592801E-33
  102   6.2212142967836671E-34
  103   5.5488855080202513E-34
  104   5.9847251982899734E-34
  105   1.7545782437347530E-33
  106   6.6599508414566108E-34
  107   5.7102139755584797E-34
  108   5.1346554452371253E-34
  109   1.1334897367347918E-33
  110   1.2051590639272983E-33
  111   2.0056134991063637E-33
  112   7.3531094232833510E-34
  113   5.4929216143263097E-33
  114   4.4663808202946006E-34
  115   8.9862993758450011E-34
  116   5.5659343389171430E-34
  117   1.1023734159275840E-33
  118   4.8743476674452275E-34
  119   1.5673881425131135E-33
  120   4.3077396994734824E-34
  121   9.0564702054647853E-34
  122   7.4294885323925192E-34
  123   7.3287417765071381E-34
  124   4.8755753503835592E-34
  125   1.1897712260582057E-33
  126   1.5032461606887747E-33
  127   1.1052190649866748E-32
  128   1.1833630222818495E-33
