#  kx              |phi(kx)|^2
    0   1.6942682964273301E+00
    1   2.4367635021435268E+00
    2   1.1431901594979101E+00
    3   5.8339913936103871E-01
    4   3.2461758420720105E-01
    5   1.9538847265413659E-01
    6   1.2275125268971657E-01
    7   8.2341236216743691E-02
    8   5.5164632835636961E-02
    9   3.9186130464648333E-02
   10   2.6769593186019340E-02
   11   1.8082866632731395E-02
   12   1.1950286564600966E-02
   13   7.6302729765498414E-03
   14   3.6879156313603671E-03
   15   1.2541207839292291E-03
   16   1.6419467475522564E-33
   17   2.5406931850992126E-33
   18   1.6438657146433805E-33
   19   1.9336601300041405E-33
   20   1.5897998456663584E-33
   21   1.6036040148648114E-33
   22   1.2141448264471500E-33
   23   2.3537493699618446E-33
   24   1.3023647993878346E-33
   25   2.2046850889362769E-33
   26   1.8266740741381371E-33
   27   2.1331187268418313E-33
   28   1.6376187473060652E-33
   29   2.0263955413524041E-33
   30   2.7739170415267764E-33
   31   3.9994604254109487E-33
   32   2.0817650740026379E-33
   33   4.4798579184147475E-33
   34   2.8878120471569544E-33
   35   2.0505003760120714E-33
   36   1.5860888484917099E-33
   37   2.0356914206596433E-33
   38   1.4463859443342221E-33
   39   2.1746913372004518E-33
   40   1.2193174035052607E-33
   41   2.4607660611827278E-33
   42   1.3954855693571401E-33
   43   1.3562106458926111E-33
   44   1.2247784849523985E-33
   45   1.4863045733908220E-33
   46   1.6950838627621635E-33
   47   2.2616029905422076E-33
   48   1.7792898848830080E-33
   49   2.5741550031662257E-33
   50   1.6385202513632055E-33
   51   1.4294987242027577E-33
   52   1.3271064030609171E-33
   53   1.5102535007664403E-33
   54   1.4856335076555186E-33
   55   2.1664047195520745E-33
   56   1.3381402265303698E-33
   57   1.9641644442704789E-33
   58   1.5750488154456078E-33
   59   2.1332323933847514E-33
   60   1.9067717925767682E-33
   61   2.7142040596916119E-33
   62   3.2678914584792327E-33
   63   5.2294364867988357E-33
   64   4.2022278497749343E-33
   65   5.4065980241747385E-33
   66   4.1868124481397146E-33
   67   2.5019525752743143E-33
   68   2.1296318466133251E-33
   69   2.1581853267081039E-33
   70   1.4827912950047418E-33
   71   2.0818781061068986E-33
   72   1.5095314287961946E-33
   73   1.8063321901135024E-33
   74   1.4179784787957911E-33
   75   1.5418544826047703E-33
   76   1.1793517603049842E-33
   77   1.4250939138197192E-33
   78   1.3479275026429985E-33
   79   2.3614948903636975E-33
   80   1.8085708869869871E-33
   81   2.2916873200643209E-33
   82   1.2587686296031340E-33
   83   1.4190085543308714E-33
   84   1.1013249003659322E-33
   85   1.4176226592876198E-33
   86   1.3121083182000287E-33
   87   1.7018827983342902E-33
   88   1.3338688827445611E-33
   89   1.8707989798162577E-33
   90   1.4845428624512178E-33
   91   1.7681576818176920E-33
   92   1.3991497877435593E-33
   93   2.0153940665635219E-33
   94   2.1500182979654375E-33
   95   4.2494797855480149E-33
   96   2.4255296640504623E-33
   97   4.1260860401815821E-33
   98   1.9773894484008098E-33
   99   2.1674988484262134E-33
  100   1.3542300759747097E-33
  101   1.6180589352145365E-33
  102   1.2411003304410528E-33
  103   1.5973774885047755E-33
  104   1.2659599414361321E-33
  105   1.9875804324383092E-33
  106   1.1613607839380029E-33
  107   1.5767096033031526E-33
  108   9.7107705302756224E-34
  109   1.3337369116666231E-33
  110   1.6596799506634025E-33
  111   2.6629128066804508E-33
  112   1.8629778597148538E-33
  113   2.2904045193138542E-33
  114   1.4884130503097285E-33
  115   1.3324135528925203E-33
  116   1.1539730395958085E-33
  117   1.3828384861972305E-33
  118   1.3385003204272643E-33
  119   1.9728999461820204E-33
  120   1.5220293201129297E-33
  121   2.0227266275853698E-33
  122   1.6944949412268898E-33
  123   2.1416586492879579E-33
  124   2.5923222678589726E-33
  125   3.4365410951849981E-33
  126   4.5892073069712141E-33
  127   1.0055725101005851E-32
  128   5.5945394474181308E-33
