#   k               |phi(k)|^2
    0   5.1839300871262879E-36
    1   6.7228818786413079E-35
    2   8.3275093817574076E-35
    3   4.1024458418145044E-34
    4   2.1206206375447074E-34
    5   4.9479176076020773E-34
    6   3.1710689474500968E-34
    7   4.2078536929260570E-34
    8   1.4459127819885847E-01
    9   1.0904045381128155E-01
   10   9.6140620892499015E-02
   11   7.5721601039400635E-02
   12   7.5368946467771675E-02
   13   7.0257307008703362E-02
   14   5.5064526072064260E-02
   15   4.6898701034665813E-02
   16   6.3312340810971191E-04
   17   5.7501895873386587E-34
   18   4.9952632152651767E-34
   19   4.4932522347998803E-34
   20   4.1154332599479351E-34
   21   5.7101232450438874E-34
   22   5.2898812704462372E-34
   23   4.8579860503589780E-34
   24   6.3357523893113640E-34
   25   5.0962824035691691E-34
   26   4.2331050325829387E-34
   27   3.7130119218215938E-34
   28   3.9640844358968458E-34
   29   4.6726848560078597E-34
   30   3.7142499511782540E-34
   31   3.4544976962301893E-34
   32   2.5480672010217702E-34
   33   2.7848964768558836E-34
   34   2.8321746021567800E-34
   35   3.1779571808068498E-34
   36   3.1644200892479498E-34
   37   5.4098760370769456E-34
   38   4.9123768894710081E-34
   39   5.8498940185396568E-34
   40   9.0401881853670550E-34
   41   7.0710718849400777E-34
   42   4.3435566696642482E-34
   43   7.4277834428356244E-34
   44   3.3170601555416493E-34
   45   3.4698920475269296E-34
   46   3.5641927748669091E-34
   47   3.0387591341872742E-34
   48   2.1809504377185661E-34
   49   3.0778630224498475E-34
   50   3.9044161293812913E-34
   51   4.4547646353949203E-34
   52   4.3239953435802839E-34
   53   5.3247202394359340E-34
   54   4.2988648588168913E-34
   55   8.3490647775200868E-34
   56   6.3201145431594448E-34
   57   7.1223285331600749E-34
   58   4.3520032777364771E-34
   59   4.6148798233281813E-34
   60   3.9847390266104296E-34
   61   4.0019155107428521E-34
   62   5.3408243298158392E-34
   63   3.4906033811205216E-34
   64   2.5370406385626038E-34
   65   3.6461616636004451E-34
   66   4.2606594338535312E-34
   67   4.0977376558788147E-34
   68   5.9495526508362513E-34
   69   4.8934552378908874E-34
   70   4.8867098190431336E-34
   71   7.6303018632932112E-34
   72   7.5521418597187734E-34
   73   8.7230815840381791E-34
   74   7.6090742992032294E-34
   75   7.1230133498136977E-34
   76   5.1628692739609545E-34
   77   6.4318903025127846E-34
   78   4.6765485789878465E-34
   79   3.4003361322887682E-34
   80   3.3050808234852864E-34
   81   3.2052498791261491E-34
   82   4.6941166828188203E-34
   83   4.1890127859149618E-34
   84   4.5921776892726447E-34
   85   7.2644118708915915E-34
   86   4.7306487812332028E-34
   87   4.0726960168247740E-34
   88   6.3758921836048634E-34
   89   5.6054441912115258E-34
   90   3.5894957537432409E-34
   91   5.2877848130193099E-34
   92   5.7398095032896816E-34
   93   5.0710755937276424E-34
   94   3.5434335086117346E-34
   95   3.7557627711046957E-34
   96   2.9560012871679215E-34
   97   3.6960564439737443E-34
   98   4.2135383402205388E-34
   99   5.2777502722385145E-34
  100   5.0914841238291583E-34
  101   4.3939629385869325E-34
  102   4.8260670268198503E-34
  103   5.0670808897736395E-34
  104   6.3691545987639471E-34
  105   5.7256286861823570E-34
  106   6.1909044429639171E-34
  107   6.1352099722486848E-34
  108   4.5854406205217061E-34
  109   4.9705090525795621E-34
  110   4.6053021700709662E-34
  111   5.0535526444583481E-34
  112   3.5300861331546569E-34
  113   6.2752463471386221E-34
  114   6.6900669774461206E-34
  115   5.5026744771915368E-34
  116   8.7666986108055357E-34
  117   9.0117801273878188E-34
  118   7.5592358406527570E-34
  119   7.6813489833972637E-34
  120   1.2654446783387018E-33
  121   1.0253328753975050E-33
  122   6.6263486564354294E-34
  123   1.0512998978844475E-33
  124   8.0531969465902238E-34
  125   6.1980350934324866E-34
  126   6.5214639781921673E-34
  127   4.9941409885350169E-34
  128   5.4925881263492901E-34
