# kyz             |phi(kyz)|^2
    0   1.3605029341049213E-33
    1   3.3485325762478588E+00
    2   1.0570650189161661E+00
    3   6.3688934403804720E-01
    4   6.2443651403054756E-01
    5   2.5707303356350308E-01
    6   1.7729111692073665E-01
    7   1.5519526239649684E-01
    8   1.1568500206327570E-01
    9   9.6506429973517674E-02
   10   7.7166835525528707E-02
   11   7.0690044710647451E-02
   12   6.2356978731557017E-02
   13   5.5528757548736055E-02
   14   4.8902398151966828E-02
   15   4.0404520635759132E-02
   16   3.6741387663185146E-02
   17   3.4812870272419486E-02
   18   2.9376610518551415E-02
   19   2.8660884164973591E-02
   20   2.4801336610168156E-02
   21   2.3197568447401024E-02
   22   2.1775995773428911E-02
   23   1.8873226536849988E-02
   24   1.7435472166038246E-02
   25   1.6371535987878907E-02
   26   1.4890947610465059E-02
   27   1.3504507820188982E-02
   28   1.1855452774240983E-02
   29   1.0983273122377336E-02
   30   9.6229552444885291E-03
   31   6.4415320510333085E-03
   32   4.5303229221478939E-04
   33   1.0699632651787255E-32
   34   5.6114504451985870E-33
   35   9.0642214991644930E-33
   36   4.7910048185052190E-33
   37   3.8069472581657355E-33
   38   3.8350664643104894E-33
   39   4.2137585073867742E-33
   40   3.8308795016118869E-33
   41   5.4512425225719791E-33
   42   3.1748254666950222E-33
   43   4.5517716726051347E-33
   44   3.4100530808759474E-33
   45   4.6452606250639073E-33
   46   6.7091222887230689E-33
   47   1.2981524052979994E-32
   48   2.9631103186632162E-33
   49   7.4071404546095295E-33
   50   4.0089447233443923E-33
   51   7.7111854410378565E-33
   52   3.6666901480523457E-33
   53   7.4697312860051392E-33
   54   3.8645311805600491E-33
   55   5.1070677750552950E-33
   56   3.0130625489512074E-33
   57   5.1035678380106683E-33
   58   3.6320971917934543E-33
   59   6.5903942350458697E-33
   60   4.5109237906188716E-33
   61   6.3109631643254724E-33
   62   1.3317372444412732E-32
   63   4.3921467249403787E-32
   64   2.9021711510787005E-33
   65   1.8115719716431532E-32
   66   9.5793181765739724E-33
   67   7.8670986134291084E-33
   68   4.0864167959282195E-33
   69   5.3909487695528201E-33
   70   4.5880165369890748E-33
   71   4.0827398213250031E-33
   72   3.4036912549572133E-33
   73   5.4619586061521619E-33
   74   4.5091257414043356E-33
   75   4.9815066977134538E-33
   76   3.6996514150795272E-33
   77   7.8178024187389921E-33
   78   5.1378556762883383E-33
   79   1.2690761562118772E-32
   80   3.0675018812039224E-33
   81   7.1328304764259868E-33
   82   6.0933077824547368E-33
   83   5.0135433272683210E-33
   84   3.9263633657185913E-33
   85   4.0959125971340069E-33
   86   3.9698777266279948E-33
   87   5.7729476638498440E-33
   88   3.7022800922620545E-33
   89   5.7587132136233926E-33
   90   3.3956837185355013E-33
   91   5.1560007610544341E-33
   92   4.7749279281566842E-33
   93   5.7720024447271656E-33
   94   5.0727487229120248E-33
   95   6.9543164576694979E-33
   96   2.8343316228057573E-33
   97   6.8513891137359276E-33
   98   6.5481335754026196E-33
   99   4.8729425312769903E-33
  100   3.6857342866013073E-33
  101   4.5088968623329116E-33
  102   3.3749002468397520E-33
  103   4.7828695409634156E-33
  104   4.1987232933840602E-33
  105   4.6635922731523918E-33
  106   4.5501420142468330E-33
  107   6.9153622091241958E-33
  108   3.3813299056518245E-33
  109   5.8724423256082981E-33
  110   6.3559488883707914E-33
  111   5.5835399994108069E-33
  112   3.3532664673457840E-33
  113   8.0703445866326658E-33
  114   4.2808110813671611E-33
  115   6.4870067348909254E-33
  116   3.4566095145963239E-33
  117   5.4594799176195717E-33
  118   4.3802891134148319E-33
  119   5.8148361242785798E-33
  120   3.8612998421550619E-33
  121   6.6481107059096772E-33
  122   3.9607027621733529E-33
  123   5.4535675927699037E-33
  124   4.9359251739101288E-33
  125   4.8289688718215258E-33
  126   1.0928697058122421E-32
  127   2.0863637274836986E-32
  128   3.0016313158633177E-33
