#   k               |phi(k)|^2
    0   4.5186002845608732E-35
    1   5.8874416476459698E-34
    2   1.2749683689685625E+00
    3   7.6509719273023147E-01
    4   7.6722010593552464E-02
    5   2.1031280349949121E-33
    6   2.8732797244875473E-33
    7   9.0077759736245856E-34
    8   1.9707237305757192E-34
    9   9.2985544504002965E-34
   10   1.7988088683299021E-33
   11   5.7654936862324483E-34
   12   1.5893101675363842E-34
   13   1.7397345159901208E-33
   14   2.1699859610685809E-33
   15   1.5103537678460642E-33
   16   2.0067376106560061E-34
   17   1.0003268790210092E-33
   18   1.6122309987679402E-33
   19   1.6348331553004716E-33
   20   4.2579895280452901E-34
   21   3.1807261191922708E-34
   22   1.0732710168706174E-33
   23   7.6245236608826599E-34
   24   3.8229916425026977E-34
   25   4.5441555964866784E-34
   26   1.4800375610823532E-33
   27   5.8387337628134819E-34
   28   5.7001070708436952E-34
   29   1.0947646901795613E-33
   30   5.3574966799583378E-33
   31   1.2830337907518102E-33
   32   4.0697763329150126E-34
   33   1.1708785610876652E-33
   34   2.4171542732856156E-33
   35   8.7469298791897045E-34
   36   3.5630209199156505E-34
   37   4.7653908995244984E-34
   38   7.7651234323471343E-34
   39   5.6179069639513347E-34
   40   3.2745762898473587E-34
   41   9.4422649387274922E-34
   42   4.4868533068285846E-34
   43   6.9405138608913374E-34
   44   4.1784673540651244E-34
   45   9.3095082273937039E-34
   46   1.7554199683789967E-33
   47   9.4078232702114270E-34
   48   3.9410731835499168E-34
   49   1.2323389472323996E-33
   50   2.0653123135961593E-33
   51   2.2482888784134295E-33
   52   4.9390033658211329E-34
   53   5.5950106333110660E-34
   54   6.9667936687212911E-34
   55   8.4101701735022827E-34
   56   2.8282446139946720E-34
   57   8.1443466659579112E-34
   58   6.3506161142697202E-34
   59   7.7323869604325360E-34
   60   6.6784874167663858E-34
   61   1.9284295622494544E-33
   62   5.0117704338213475E-33
   63   3.6600037603251696E-33
   64   8.9486303080745914E-34
   65   2.5500846537601826E-33
   66   3.7516426843963306E-33
   67   2.9685325895924757E-33
   68   8.1124893534304444E-34
   69   6.2111234418008917E-34
   70   1.2745071354180550E-33
   71   7.8567482945939297E-34
   72   5.8829996956182220E-34
   73   7.0234645957251535E-34
   74   1.0230510612378101E-33
   75   6.7902089880972616E-34
   76   6.2052718852858818E-34
   77   1.2181205965614343E-33
   78   2.1252445225643667E-33
   79   1.6716174453208340E-33
   80   6.5379662146037544E-34
   81   2.0590129931945742E-33
   82   2.5155402052677013E-33
   83   1.2283294975095315E-33
   84   4.9325408396586201E-34
   85   1.0437705433521502E-33
   86   8.4055907127046092E-34
   87   6.4121741792840824E-34
   88   4.2647601117375756E-34
   89   1.0330515997061628E-33
   90   1.0191160804377288E-33
   91   1.2900198025734306E-33
   92   5.6545618800353276E-34
   93   1.8799087207080653E-33
   94   3.0945757785215631E-33
   95   2.0128837891245310E-33
   96   5.9267403197209671E-34
   97   1.9232687189227758E-33
   98   5.0613269423261235E-33
   99   2.4893367919323800E-33
  100   7.4562880709920435E-34
  101   9.7313239200953314E-34
  102   1.0624559159228788E-33
  103   8.3166783317578603E-34
  104   7.7461531669409826E-34
  105   8.2660304482440559E-34
  106   1.0308183560776629E-33
  107   8.8553791399633251E-34
  108   8.9652162566825088E-34
  109   1.4648947266015644E-33
  110   2.2811001801365689E-33
  111   1.4603607725875399E-33
  112   8.6062440960362357E-34
  113   2.4141704378806706E-33
  114   1.9534393893965144E-33
  115   1.5783936397204360E-33
  116   7.0527884125393776E-34
  117   6.8393862587523326E-34
  118   9.0610440135310872E-34
  119   8.8504811160917742E-34
  120   6.6480039619187764E-34
  121   8.0343606840536670E-34
  122   1.0466499409079115E-33
  123   1.4279881511246746E-33
  124   6.7169552106909904E-34
  125   2.3326116547532724E-33
  126   7.1928939149116823E-33
  127   3.1579631073498324E-33
  128   9.7717145486514317E-34
