# kyz             |phi(kyz)|^2
    0   7.5089706259472229E-34
    1   3.2326329062673032E+00
    2   9.2040975016080573E-01
    3   4.4602893895927531E-01
    4   7.6722010593552464E-02
    5   3.9137420447327199E-33
    6   3.7266443077158192E-33
    7   4.5862826836806244E-33
    8   1.2742180589725693E-33
    9   3.9714201392193264E-33
   10   2.6019674373872777E-33
   11   3.2163082626246222E-33
   12   1.5692967618830013E-33
   13   3.5755016778121173E-33
   14   4.5321759542450699E-33
   15   9.8039632971752737E-33
   16   1.4374299213003538E-33
   17   3.3934515572550433E-33
   18   2.8262692772528319E-33
   19   2.6047303954784753E-33
   20   1.6978126733472457E-33
   21   2.6051662468745421E-33
   22   2.1887494939051111E-33
   23   2.8607780166452637E-33
   24   1.3813914591132603E-33
   25   1.8173263323453694E-33
   26   1.7671267313314372E-33
   27   1.5485708877910124E-33
   28   1.4231303885641323E-33
   29   3.0345104741774632E-33
   30   5.4945719640128717E-33
   31   7.0885947374804366E-33
   32   1.8275681114536390E-33
   33   5.0796542092565645E-33
   34   3.5026245142568002E-33
   35   4.5191607043683288E-33
   36   1.9886272279054132E-33
   37   2.0722359212114212E-33
   38   1.9718225729802376E-33
   39   2.3463384177180947E-33
   40   1.2200567340981613E-33
   41   2.9455625690443802E-33
   42   2.0860816562409694E-33
   43   2.2264329864457824E-33
   44   1.9673121249797103E-33
   45   2.9021080995366996E-33
   46   5.3891466528350523E-33
   47   7.7696743420200056E-33
   48   1.2113998693402406E-33
   49   4.8807401682493551E-33
   50   2.0984468409616070E-33
   51   2.7994305342975940E-33
   52   1.1322988130377181E-33
   53   2.6409501336404339E-33
   54   2.0586672651410441E-33
   55   3.0687842655774783E-33
   56   1.1972554690998236E-33
   57   2.5272644817971267E-33
   58   1.7588239611941478E-33
   59   1.8715357291153221E-33
   60   1.5734171215031309E-33
   61   2.2113609162589923E-33
   62   7.6939883872624405E-33
   63   2.4700347739371444E-32
   64   1.2303274715818830E-33
   65   1.5584681557302764E-32
   66   4.3576522396046794E-33
   67   5.3772501404420468E-33
   68   1.7209162251730699E-33
   69   2.5227959186024962E-33
   70   2.1376159553635092E-33
   71   3.3771341953367476E-33
   72   1.2843939048150097E-33
   73   2.6846627991345878E-33
   74   1.7728279465843527E-33
   75   2.9722260321986343E-33
   76   1.5291295822607735E-33
   77   2.3292423700202919E-33
   78   3.3460863090977238E-33
   79   4.3050635682750295E-33
   80   1.3480444893937030E-33
   81   1.2583106446344228E-32
   82   2.7615988425870760E-33
   83   1.8700171009112488E-33
   84   1.8319222311454387E-33
   85   2.0011280126539899E-33
   86   1.7128466182538833E-33
   87   1.8614652125283659E-33
   88   1.1581164939580370E-33
   89   1.7154039686626833E-33
   90   1.6628464099735140E-33
   91   1.8461357928511788E-33
   92   1.4864942869922883E-33
   93   2.1962112446898838E-33
   94   3.7221590630328255E-33
   95   1.1344506993062501E-32
   96   1.2435406212497251E-33
   97   1.0829177459916617E-32
   98   4.4220678175609774E-33
   99   2.4159439438340106E-33
  100   1.2459675534753807E-33
  101   1.8943935542367816E-33
  102   2.1658519932558914E-33
  103   1.9536108389585037E-33
  104   1.3139548965374708E-33
  105   2.6989156597672161E-33
  106   1.5417058806207530E-33
  107   2.1241712026810166E-33
  108   1.0977670651652205E-33
  109   3.5404009181282053E-33
  110   2.2576875719280433E-33
  111   4.5255122788005264E-33
  112   1.0459420764975819E-33
  113   8.3020534215430347E-33
  114   2.2843478861440393E-33
  115   2.9062845975312287E-33
  116   1.5224160822963076E-33
  117   2.1332015623545503E-33
  118   1.8279663984187420E-33
  119   1.8630343502937113E-33
  120   1.2923912839295747E-33
  121   2.3393282465604682E-33
  122   1.6990137367515096E-33
  123   2.5060267816144522E-33
  124   1.4281143023864219E-33
  125   2.1481237585022511E-33
  126   1.2603622016013450E-32
  127   9.3381643486939770E-33
  128   1.3491713667255585E-33
