#   k               |phi(k)|^2
    0   0.0000000000000000E+00
    1   7.0059463309008335E-36
    2   1.5598810035411755E-35
    3   9.8403570843210743E-36
    4   1.9504390016018805E-35
    5   4.0113744721810561E-35
    6   3.1409209053971522E-35
    7   5.6899804051552827E-35
    8   4.5792851804220738E-35
    9   5.4661956681174897E-35
   10   3.6535833791495224E-35
   11   6.7903900543187966E-35
   12   5.0612378642592117E-35
   13   6.5447117349969385E-35
   14   8.6675259628873685E-35
   15   1.0578126726255912E-34
   16   6.2272180576795313E-35
   17   8.1804121241661516E-35
   18   6.3900607594668813E-35
   19   7.5810569420406377E-35
   20   8.2631851787689020E-35
   21   9.0640670435227667E-35
   22   8.5122321388842054E-35
   23   9.3120825762218457E-35
   24   9.9381854205752254E-35
   25   1.0690738855475947E-34
   26   8.5830189393227850E-35
   27   9.7997336525955869E-35
   28   8.9798871839132460E-35
   29   1.0184613921106324E-34
   30   1.0974580563169961E-34
   31   1.1127569316219558E-34
   32   9.5849258353072375E-35
   33   1.0794380952608750E-34
   34   1.0446746865452290E-34
   35   1.1622986599437877E-34
   36   1.0695136771291176E-34
   37   1.2042510867201648E-34
   38   1.0645405410741257E-34
   39   1.2099347281801978E-34
   40   1.1436697353808823E-34
   41   1.2907869859836187E-34
   42   1.4481942469854300E-34
   43   1.2159789387570211E-34
   44   1.0972094117111483E-34
   45   1.1935313911282995E-34
   46   1.3607559913289114E-34
   47   1.0883235705324842E-34
   48   1.1209916483708876E-34
   49   1.2222363798764862E-34
   50   1.3144396341487013E-34
   51   1.3625649927609648E-34
   52   1.1860421920673190E-34
   53   1.2349752438682921E-34
   54   1.2589872952698427E-34
   55   1.2071898232286806E-34
   56   1.2862113541340282E-34
   57   1.4445714146862958E-34
   58   1.2805529934435382E-34
   59   1.3353800680150445E-34
   60   1.2934771346520118E-34
   61   1.4805109849950408E-34
   62   1.3572044059762740E-34
   63   1.4729433239820304E-34
   64   4.0186510492589249E-03
   65   4.1928093377846228E-03
   66   3.8058179151613581E-03
   67   3.7307436671175954E-03
   68   3.9037302892561366E-03
   69   3.5700582816500306E-03
   70   3.4930805533549590E-03
   71   3.4083018694167086E-03
   72   3.5174751832398347E-03
   73   3.3359630980431864E-03
   74   3.1606287265386690E-03
   75   3.2067581723067683E-03
   76   3.1016964368116105E-03
   77   2.9941295399044002E-03
   78   2.9092827749828821E-03
   79   2.8757135431027327E-03
   80   2.9101250117047205E-03
   81   2.7603280940287061E-03
   82   2.7623412746623612E-03
   83   2.6339148007578708E-03
   84   2.5662205969588028E-03
   85   2.6152307815296197E-03
   86   2.4930540750059847E-03
   87   2.3933554202292492E-03
   88   2.3479556692214357E-03
   89   2.4054892867263955E-03
   90   2.2786935526579164E-03
   91   2.3147027087618579E-03
   92   2.2411903843128291E-03
   93   2.1973745612091774E-03
   94   2.1665032081965088E-03
   95   2.0485267995691905E-03
   96   2.0753962133498584E-03
   97   2.0884530746102829E-03
   98   2.0215633975051244E-03
   99   1.9869404039222138E-03
  100   1.9003945668914016E-03
  101   1.9644012356398689E-03
  102   1.8494403994841313E-03
  103   1.7772484692948555E-03
  104   1.8373996028727951E-03
  105   1.7944748610706517E-03
  106   1.7885091111441193E-03
  107   1.7293798577574016E-03
  108   1.6705455824469579E-03
  109   1.6754225190098811E-03
  110   1.6539008653373417E-03
  111   1.6477099003167732E-03
  112   1.5976167635751426E-03
  113   1.5985824542374104E-03
  114   1.6006742372814890E-03
  115   1.5283055521458071E-03
  116   1.4676573766340254E-03
  117   1.4902462034310320E-03
  118   1.4581526859023006E-03
  119   1.4421575904408415E-03
  120   1.4198641087407242E-03
  121   1.3640746261084132E-03
  122   1.3972357679714635E-03
  123   1.3996689238592185E-03
  124   1.3158814516107708E-03
  125   1.3298278848729724E-03
  126   1.2846765388573203E-03
  127   1.3087514578293917E-03
  128   1.7839787764315899E-34
