# kyz             |phi(kyz)|^2
    0   1.5170027972166928E-33
    1   3.3485318641385100E+00
    2   1.0569938077740393E+00
    3   6.3652097239671424E-01
    4   6.2359783104180588E-01
    5   2.5572094971811032E-01
    6   1.7481481679770733E-01
    7   1.5226349017046498E-01
    8   1.1147970766930151E-01
    9   9.2070220475810621E-02
   10   7.1466517726239423E-02
   11   6.3667761732931732E-02
   12   5.4019505259536943E-02
   13   4.5827358557818172E-02
   14   3.5758482242944409E-02
   15   2.3079053163035788E-02
   16   6.3312340810971126E-04
   17   5.0661886854401200E-33
   18   4.9524909594363816E-33
   19   5.7789849581351300E-33
   20   2.7388222126128359E-33
   21   4.9106171219593745E-33
   22   4.4639203504270647E-33
   23   3.9246526440297692E-33
   24   2.8380914557069690E-33
   25   3.2538832284153805E-33
   26   3.6380540573775658E-33
   27   5.5975944371371687E-33
   28   3.5490102490261091E-33
   29   3.9000657884980740E-33
   30   6.2157708820330451E-33
   31   9.5165054521028939E-33
   32   2.5059577773502824E-33
   33   6.9249808505073044E-33
   34   4.7361934600313169E-33
   35   6.0618401140421798E-33
   36   4.7749696459723956E-33
   37   3.6061536959852569E-33
   38   4.0384917271134636E-33
   39   2.8930064199855486E-33
   40   3.1390211278218006E-33
   41   4.8426346898984876E-33
   42   2.9016194312936617E-33
   43   3.4430185168170086E-33
   44   2.8473843354362094E-33
   45   4.5493396802114777E-33
   46   4.8626820198098275E-33
   47   1.0244947194845535E-32
   48   2.8286974645109424E-33
   49   6.4644766108023715E-33
   50   4.8657926107631880E-33
   51   3.3045013974702273E-33
   52   3.2922945415726750E-33
   53   4.7227868072387004E-33
   54   4.9059454547040185E-33
   55   3.8506313194334457E-33
   56   3.2202978065244726E-33
   57   3.8343985203869220E-33
   58   3.7545519148385352E-33
   59   5.2003861230099218E-33
   60   4.8266123542637872E-33
   61   6.4963847708764293E-33
   62   1.5852657150464877E-32
   63   1.8121002166885318E-32
   64   2.4386696864642206E-33
   65   2.2990660260782525E-32
   66   3.9313943029121555E-33
   67   8.2704775506929664E-33
   68   3.6084752944962497E-33
   69   5.4109921209722072E-33
   70   3.3087827300144742E-33
   71   4.0225911785747995E-33
   72   3.2196165546458834E-33
   73   3.8143513555205666E-33
   74   2.9496423066884733E-33
   75   6.5802088146512077E-33
   76   3.0069007195081070E-33
   77   4.3810119609853406E-33
   78   5.3578002404064322E-33
   79   9.0832975005138392E-33
   80   2.4962809732979754E-33
   81   8.0523671299783445E-33
   82   4.8941365597231212E-33
   83   3.9959164800199150E-33
   84   3.2136282747513960E-33
   85   4.4963873163416425E-33
   86   2.9243615943986816E-33
   87   5.5135731671316893E-33
   88   3.0917953065371044E-33
   89   3.3654866571668395E-33
   90   2.9058752132777286E-33
   91   4.1320232506364784E-33
   92   3.2745666224392894E-33
   93   3.1334108022654840E-33
   94   6.4277009827652071E-33
   95   8.8302917288187414E-33
   96   2.6961622447058183E-33
   97   4.8546998691241559E-33
   98   5.5390573634457221E-33
   99   3.9536380272159645E-33
  100   4.3358077740121926E-33
  101   3.4578533380229120E-33
  102   2.7691243107776496E-33
  103   2.8608664465881840E-33
  104   3.0562296063101298E-33
  105   3.8859998781842516E-33
  106   3.3678580782153485E-33
  107   3.4278112179209987E-33
  108   3.5797709782759972E-33
  109   5.1919953234853801E-33
  110   4.5609611610105625E-33
  111   8.0501464361006385E-33
  112   2.6308984186308897E-33
  113   6.3292976489265506E-33
  114   4.2715992453959347E-33
  115   3.8763699095427389E-33
  116   3.6530002371804142E-33
  117   5.3753592725853778E-33
  118   2.7684864107402168E-33
  119   4.7245510460740560E-33
  120   3.2662548830301466E-33
  121   4.3643740922464303E-33
  122   3.5032355442490887E-33
  123   4.5352877325740006E-33
  124   9.1501367787775328E-33
  125   8.0004979606533262E-33
  126   1.4798730906199031E-32
  127   1.9638929526807924E-32
  128   2.5466099642501432E-33
