#   k               |phi(k)|^2
    0   3.0092655381050560E-34
    1   2.4921435476399330E+00
    2   1.3418308550172191E+00
    3   7.6509719273023147E-01
    4   6.8823315714100408E-01
    5   3.8877546362508258E-01
    6   1.9835241328310313E-01
    7   1.9451621259684479E-01
    8   1.4837134050516682E-01
    9   1.0904045381128155E-01
   10   9.6140620892499015E-02
   11   7.5721601039400635E-02
   12   7.5368946467771675E-02
   13   7.0257307008703362E-02
   14   5.5064526072064267E-02
   15   4.6898701034665820E-02
   16   6.3312340810971126E-04
   17   3.8626728221821987E-33
   18   3.6809838609174323E-33
   19   4.4698224813956563E-33
   20   1.6724609754484653E-33
   21   3.5914933427549574E-33
   22   3.0145256546981587E-33
   23   3.0652289533830250E-33
   24   1.4369105597681326E-33
   25   2.2345579536249180E-33
   26   2.7778212054272378E-33
   27   4.3893951131303491E-33
   28   2.3144294216374542E-33
   29   2.6722535251772137E-33
   30   5.0631481444138728E-33
   31   8.3722932266049208E-33
   32   1.3565586741601116E-33
   33   6.2543898622288619E-33
   34   4.0415385622344815E-33
   35   5.0361250991797599E-33
   36   3.6880374819794729E-33
   37   2.7527862247028338E-33
   38   3.0595853067711708E-33
   39   2.1794607149747487E-33
   40   2.1035535185391650E-33
   41   4.3447219909667921E-33
   42   2.0932656444376037E-33
   43   2.4106377286088657E-33
   44   1.9483986969753943E-33
   45   3.6415023111661306E-33
   46   4.2846368157053259E-33
   47   9.3554345581724007E-33
   48   1.9730607075708578E-33
   49   6.0778137261358625E-33
   50   4.4335040792597009E-33
   51   2.5289268162625146E-33
   52   2.5178401890509571E-33
   53   3.6356595432938086E-33
   54   4.0541363749598745E-33
   55   3.3263455151151614E-33
   56   2.3149834298887975E-33
   57   3.0303945468365299E-33
   58   3.4005556444767391E-33
   59   4.9360173057569052E-33
   60   4.4797976896986225E-33
   61   6.0022081297877916E-33
   62   1.5616723440636976E-32
   63   1.8025825966251412E-32
   64   2.2504646723697797E-33
   65   2.3412413900996133E-32
   66   4.3452374760488621E-33
   67   8.0075693172485977E-33
   68   3.6480406735188800E-33
   69   5.0837912743549603E-33
   70   3.2154583964321933E-33
   71   3.8977330893211191E-33
   72   3.5348927042816050E-33
   73   3.6981163656152172E-33
   74   2.9373511314087074E-33
   75   6.6461690589363160E-33
   76   2.9408282760844977E-33
   77   4.4343485015324989E-33
   78   5.3692517520366663E-33
   79   8.9263059819641196E-33
   80   2.2064560445626971E-33
   81   7.9319862558292192E-33
   82   4.6428003310538289E-33
   83   3.8434703354726954E-33
   84   3.2933444775920807E-33
   85   4.6324961104353334E-33
   86   3.0192338271316693E-33
   87   5.8191367377497509E-33
   88   3.0535037728012437E-33
   89   3.5671009253054247E-33
   90   3.1673167733076584E-33
   91   4.2838744754639748E-33
   92   3.3708832927101072E-33
   93   3.2561280078760204E-33
   94   6.6654220830441303E-33
   95   9.4279805583023125E-33
   96   3.0459416985870492E-33
   97   5.8420920899374406E-33
   98   5.8584531015283555E-33
   99   4.5976299085980017E-33
  100   4.6423627872177707E-33
  101   3.9375613017760968E-33
  102   3.0955076339410029E-33
  103   3.0060846980059142E-33
  104   3.5812187176195666E-33
  105   4.1925803931905660E-33
  106   3.9105119910998137E-33
  107   3.5707107034684604E-33
  108   4.0573876435610606E-33
  109   5.2616618489244338E-33
  110   4.9094994045525351E-33
  111   9.1983123794312449E-33
  112   3.2044901627632620E-33
  113   6.6696344825458711E-33
  114   4.7581665653872044E-33
  115   4.6940672016830560E-33
  116   4.1725181059606214E-33
  117   6.2685939170204569E-33
  118   3.4108258753345288E-33
  119   5.5770599808690078E-33
  120   3.9410240040619446E-33
  121   4.7682573876368444E-33
  122   4.4094115545698994E-33
  123   5.5515267781346615E-33
  124   9.9475292658307680E-33
  125   9.3041651226047943E-33
  126   1.6438538237342827E-32
  127   2.1772748619209946E-32
  128   5.1187712591024745E-33
