# kyz             |phi(kyz)|^2
    0   1.7617480354301595E-34
    1   2.1220671033987670E-03
    2   1.0925750682388664E-02
    3   1.6881144962612282E-02
    4   2.9048505470607881E-02
    5   2.8125272409794195E-02
    6   3.5535284450840664E-02
    7   5.6856864924292067E-02
    8   1.0769964536299317E-01
    9   9.2070220475810621E-02
   10   7.1466517726239409E-02
   11   6.3667761732931732E-02
   12   5.4019505259536943E-02
   13   4.5827358557818172E-02
   14   3.5758482242944409E-02
   15   2.3079053163035795E-02
   16   6.3312340810971191E-04
   17   5.7773910867252458E-34
   18   6.2896110171545282E-34
   19   5.7913743111393132E-34
   20   5.7726479294523835E-34
   21   5.1850292176288125E-34
   22   6.0733280754584877E-34
   23   5.8728281012164137E-34
   24   6.9666682717861303E-34
   25   6.5201764142491341E-34
   26   5.5179406661716254E-34
   27   3.9817507587081817E-34
   28   4.6901239331928776E-34
   29   5.2036728329038074E-34
   30   4.7976208186963603E-34
   31   4.0579590518185608E-34
   32   2.9401606565309276E-34
   33   4.0697349063747373E-34
   34   3.9635736040234560E-34
   35   4.4339580914613083E-34
   36   4.3364462556354699E-34
   37   5.8029993067169470E-34
   38   5.1689702558362154E-34
   39   6.0818681206343371E-34
   40   8.3804250622614256E-34
   41   7.3562876968737637E-34
   42   4.4359061804607053E-34
   43   7.8134229452197070E-34
   44   3.9508238438956712E-34
   45   4.5570341298751786E-34
   46   4.5465888391451964E-34
   47   3.9533741609535215E-34
   48   2.8567248948477415E-34
   49   4.1455743536943425E-34
   50   4.6289317734920559E-34
   51   5.2644479978771613E-34
   52   5.3320909598593931E-34
   53   6.1475604822778873E-34
   54   4.9425508049301037E-34
   55   8.5753235518603531E-34
   56   6.5578179539479915E-34
   57   7.8070291660413883E-34
   58   4.7690866527255772E-34
   59   4.6788762440460544E-34
   60   4.1116973450262845E-34
   61   4.1212972595584600E-34
   62   5.0527783635410125E-34
   63   3.5725969196725007E-34
   64   3.1224415668486418E-34
   65   3.8315165397605059E-34
   66   4.2127289731474635E-34
   67   4.6405894590106781E-34
   68   5.7558851528922900E-34
   69   5.5523896759378864E-34
   70   4.4163690432104717E-34
   71   7.6142342855449588E-34
   72   7.1931509552072326E-34
   73   8.9818010218442067E-34
   74   7.2520261308299570E-34
   75   6.9136538093363973E-34
   76   5.1401951625122774E-34
   77   6.2133026095459473E-34
   78   4.5315335475677771E-34
   79   3.4304522487444879E-34
   80   3.4918928839785991E-34
   81   3.1986064797325437E-34
   82   4.6353860739944785E-34
   83   4.2066103306969956E-34
   84   4.4321330694764930E-34
   85   6.9784280828398392E-34
   86   4.6630896784342928E-34
   87   3.6886290849453758E-34
   88   6.6422673160819897E-34
   89   5.3426291756396410E-34
   90   3.4145159294746473E-34
   91   5.1205549839416813E-34
   92   5.2335953992642820E-34
   93   4.9256180360931824E-34
   94   3.1095806386457524E-34
   95   3.2044925481174733E-34
   96   2.7603900964728128E-34
   97   3.1014740862213426E-34
   98   4.0899133309172181E-34
   99   4.9403760882918832E-34
  100   4.6534181223074336E-34
  101   4.1276851735204613E-34
  102   4.2494150875036660E-34
  103   4.4588616764543853E-34
  104   5.9587312655974652E-34
  105   5.3569567248321083E-34
  106   5.3740321935518559E-34
  107   5.6425205309043145E-34
  108   4.2314477827813453E-34
  109   4.5131694490692189E-34
  110   3.9241366721694188E-34
  111   4.4778302281594171E-34
  112   3.0095663221102041E-34
  113   5.7480090819317815E-34
  114   6.2171784660762700E-34
  115   4.6653680568800116E-34
  116   8.2061355550185510E-34
  117   8.0181394213352097E-34
  118   6.6025032116966677E-34
  119   6.6466232092044874E-34
  120   1.1605364896615920E-33
  121   9.0610255898805744E-34
  122   5.1539212140952608E-34
  123   8.8581322400756816E-34
  124   5.6222328172246664E-34
  125   4.2267343697799456E-34
  126   4.8766651107222176E-34
  127   3.3897498597954744E-34
  128   3.7732271966919083E-34
