# kyz             |phi(kyz)|^2
    0   6.2718993898102696E-35
    1   8.0133690084679636E-14
    2   2.9863957936224328E-09
    3   1.6822132002486241E-07
    4   1.4681015989664943E-06
    5   5.7069156261946347E-06
    6   1.4465623789157058E-05
    7   2.8421985418091105E-05
    8   6.0837400093075973E-05
    9   8.8932634490805661E-05
   10   1.2034792299692091E-04
   11   1.5383084992323789E-04
   12   2.2786521302437497E-04
   13   2.6699910321555126E-04
   14   3.6245713900940192E-04
   15   4.0250910269032608E-04
   16   5.1495272766780920E-04
   17   5.5199789961686856E-04
   18   6.7802327735722284E-04
   19   8.1722759475237584E-04
   20   9.6817099591578124E-04
   21   9.9154868689524107E-04
   22   1.1497295419615220E-03
   23   1.3167743125614049E-03
   24   1.4951392279048236E-03
   25   1.8916541117954416E-03
   26   2.1061818153037936E-03
   27   2.3290619686764233E-03
   28   2.8529273068157199E-03
   29   3.4615226258740777E-03
   30   4.1550795132443159E-03
   31   6.0650927273619894E-03
   32   1.2138474842598779E-02
   33   1.1239371412517131E-02
   34   1.0919853564394458E-02
   35   1.0214577725732704E-02
   36   9.7587993638298381E-03
   37   9.2391503021764278E-03
   38   9.1709745078551470E-03
   39   8.4820748976351633E-03
   40   8.0663430853975971E-03
   41   8.0258871659980510E-03
   42   7.6208848458632168E-03
   43   7.4231586561580160E-03
   44   6.8980020236246702E-03
   45   6.5649401733028365E-03
   46   6.4650608457997314E-03
   47   6.2447117143067561E-03
   48   5.8384941387382011E-03
   49   5.6197846651034021E-03
   50   5.5213921383524545E-03
   51   5.3231969285180720E-03
   52   4.9869867508648561E-03
   53   4.7817192803680918E-03
   54   4.5448075728592961E-03
   55   4.3618032644403238E-03
   56   4.1222075061285611E-03
   57   4.0759071709390001E-03
   58   3.8084346366269099E-03
   59   3.5860339176616565E-03
   60   3.3482619080728343E-03
   61   2.8945764226770343E-03
   62   2.5562744758019962E-03
   63   1.9904679224600412E-03
   64   4.3983021208756074E-05
   65   1.9587080634086751E-34
   66   1.9351989921482372E-34
   67   2.2529602381917415E-34
   68   2.0552546357076550E-34
   69   1.6794523198100241E-34
   70   1.7880243535844035E-34
   71   2.3138550255138394E-34
   72   1.6902755039165362E-34
   73   2.0871228018626866E-34
   74   2.0889349578952313E-34
   75   2.2769747666806243E-34
   76   1.9723144488871096E-34
   77   1.7794949294734513E-34
   78   2.0413754545654255E-34
   79   2.2082310673586658E-34
   80   1.7678403513605196E-34
   81   1.9867237606868871E-34
   82   2.4189003696480123E-34
   83   2.4824766867847678E-34
   84   2.2602315341429705E-34
   85   2.3769326957151373E-34
   86   2.3908375269209332E-34
   87   2.6633705941857746E-34
   88   2.3340555957661505E-34
   89   1.9181751535904572E-34
   90   2.5085026482334025E-34
   91   2.5246655411799110E-34
   92   1.8447961698609480E-34
   93   2.7132878324729770E-34
   94   3.2876611973184700E-34
   95   2.7831743050240987E-34
   96   2.7536825020742362E-34
   97   2.5113595602440959E-34
   98   2.7875857258633050E-34
   99   2.3110923606248069E-34
  100   2.2311412978578848E-34
  101   2.5167142090916634E-34
  102   2.8381767724700188E-34
  103   2.1252448590054335E-34
  104   1.8084571940455107E-34
  105   2.2390003934646338E-34
  106   2.4596814650935171E-34
  107   1.9741991526339618E-34
  108   2.1288117719731854E-34
  109   1.9146110109505202E-34
  110   1.8722922272592139E-34
  111   1.8880373162635481E-34
  112   1.4482758520466889E-34
  113   2.2264251159063691E-34
  114   2.1032622812072002E-34
  115   2.0568485505083403E-34
  116   1.7556310909499746E-34
  117   1.6894575595120526E-34
  118   1.7589425803487681E-34
  119   1.6551306954080251E-34
  120   1.9163573292084723E-34
  121   2.1873370595571864E-34
  122   1.6558082586135185E-34
  123   1.7576167006823421E-34
  124   1.8761971039258492E-34
  125   2.2852437838071888E-34
  126   1.9171310889326696E-34
  127   1.9869858286095658E-34
  128   1.2624209632891853E-34
