#  kx   kyz         |phi(kx, kyz)|^2
    0     0   5.1839300871262879E-36
    1     0   2.2293250363344683E-35
    2     0   1.7514865827252084E-36
    3     0   1.6758141338910236E-35
    4     0   1.6609735177118922E-35
    5     0   5.3264587771634903E-36
    6     0   4.9385456413921354E-36
    7     0   1.5061021369910559E-36
    8     0   3.1150600296790619E-37
    9     0   5.9538788869148862E-36
   10     0   1.4697352805124913E-36
   11     0   7.7729563948123761E-37
   12     0   9.2423243333402355E-37
   13     0   8.9998786234831387E-37
   14     0   2.9031955400425762E-36
   15     0   5.2355416359670790E-37
   16     0   6.3057463696945195E-37
   17     0   5.3014661280074571E-36
   18     0   1.5544853238886994E-37
   19     0   2.2145272625531437E-36
   20     0   3.1879465097903206E-37
   21     0   3.0484097447072091E-37
   22     0   2.1196094993749337E-37
   23     0   1.7238358124415361E-37
   24     0   6.2909705693666216E-38
   25     0   3.5874238886715596E-38
   26     0   1.4830445416534332E-36
   27     0   3.2416972178386494E-36
   28     0   1.5373870883475937E-37
   29     0   1.6267009163790576E-37
   30     0   2.0767765357296969E-37
   31     0   7.0908502437782104E-37
   32     0   5.1903558780642935E-37
   33     0   3.6368923773457414E-36
   34     0   7.6699034010831240E-37
   35     0   2.2111663544116756E-36
   36     0   8.6143807578977775E-37
   37     0   2.8383680643577449E-36
   38     0   2.0912735743524538E-36
   39     0   4.3609951136852744E-36
   40     0   1.2249478333360271E-36
   41     0   5.0523636619326484E-38
   42     0   3.7146124312035410E-37
   43     0   4.8497400646244483E-37
   44     0   8.4446126543245810E-37
   45     0   2.4748556621993197E-37
   46     0   1.2892989389321952E-37
   47     0   2.5565460414870911E-37
   48     0   3.5998742442628505E-38
   49     0   7.4546732143093911E-37
   50     0   4.2327285881236257E-37
   51     0   1.4072650898401504E-36
   52     0   6.0950967687373960E-37
   53     0   7.7383211452669532E-38
   54     0   5.2766852162300585E-38
   55     0   2.7036256227425371E-36
   56     0   1.4821730634500443E-37
   57     0   7.5554840656670905E-37
   58     0   6.7767511199561888E-38
   59     0   1.2067650547288972E-36
   60     0   2.1927933154100178E-37
   61     0   5.7505235299692894E-37
   62     0   1.9297651095011638E-36
   63     0   1.5298430476775241E-37
   64     0   6.0841016204669178E-40
   65     0   3.6927698723460627E-37
   66     0   1.1649002653826867E-36
   67     0   2.9124623155767685E-37
   68     0   4.2489667567809946E-37
   69     0   1.0919276366425842E-36
   70     0   1.8214646926989874E-37
   71     0   6.2844628622201488E-37
   72     0   1.4184959785512820E-36
   73     0   3.3950049909089380E-37
   74     0   1.1635719353319962E-37
   75     0   4.6544827039833265E-37
   76     0   9.3355445365887340E-38
   77     0   3.5865491856532217E-38
   78     0   7.4952974777405495E-37
   79     0   4.4852416141329443E-37
   80     0   1.3044834916002216E-38
   81     0   3.7010625394295297E-37
   82     0   3.3451728143712701E-38
   83     0   1.0754413830280453E-36
   84     0   2.6156448647031358E-37
   85     0   5.1878744920983767E-37
   86     0   3.1887942821829865E-37
   87     0   5.2671267784366005E-38
   88     0   1.5485563367249215E-37
   89     0   3.8345960377878219E-37
   90     0   1.5655603619699543E-36
   91     0   1.0049534891845170E-36
   92     0   1.0255871174329568E-36
   93     0   5.4851416084101754E-37
   94     0   1.6352892349760912E-37
   95     0   8.1420121241198267E-37
   96     0   1.1654031906104945E-36
   97     0   4.0592632518185087E-37
   98     0   8.0246585506118502E-37
   99     0   1.6216356634281547E-36
  100     0   1.3270472280234492E-37
  101     0   2.7545686833292639E-37
  102     0   3.3283345837422701E-37
  103     0   3.7615657843874610E-37
  104     0   1.3925465407139310E-36
  105     0   2.7345418331680958E-37
  106     0   6.1357977561235399E-37
  107     0   2.0978246352342924E-37
  108     0   2.5626817358738777E-37
  109     0   4.5421724166516383E-37
  110     0   3.1848293169183038E-37
  111     0   8.7561973008757472E-38
  112     0   2.2924612269575220E-37
  113     0   1.0219526207358144E-36
  114     0   5.9512450875966522E-37
  115     0   1.6818147069126291E-37
  116     0   1.6833051840112235E-37
  117     0   1.3525543140588599E-36
  118     0   5.9026749477713980E-38
  119     0   3.9700701125374738E-36
  120     0   1.4771099724134076E-38
  121     0   5.5614007018999434E-37
  122     0   1.9651860110435950E-36
  123     0   1.7150512083569322E-37
  124     0   3.8396575647006587E-37
  125     0   2.9899915633488976E-37
  126     0   4.3002778223894836E-36
  127     0   4.1754873736746414E-37
  128     0   1.5531821780683011E-37

    0     1   4.5653892478660148E-36
    1     1   4.0370179175202378E-35
    2     1   2.9072231115084053E-35
    3     1   3.5894875512313252E-35
    4     1   2.6845011858481950E-35
    5     1   4.7965839738288119E-35
    6     1   2.6247184858757365E-35
    7     1   3.1999992335075624E-35
    8     1   1.3418511095967900E-03
    9     1   4.9364661597578994E-04
   10     1   1.8159685835703263E-04
   11     1   6.6805135497126209E-05
   12     1   2.4576726182377780E-05
   13     1   9.0410595421890337E-06
   14     1   3.3259598134430705E-06
   15     1   1.2236384340184387E-06
   16     1   2.3740172611349565E-37
   17     1   1.5630512347675162E-36
   18     1   1.2874550837531950E-36
   19     1   2.9362206375978513E-36
   20     1   2.2625784982400956E-36
   21     1   2.5414999960922235E-36
   22     1   2.0580717784670034E-36
   23     1   1.4304619553137643E-37
   24     1   5.0946468586257426E-37
   25     1   4.2059698744749722E-37
   26     1   2.8998460622323349E-37
   27     1   2.4930157792734816E-36
   28     1   7.6381122412893343E-37
   29     1   1.7368321788199764E-36
   30     1   5.5924258504028565E-37
   31     1   2.0248200446244616E-36
   32     1   7.8452649439790058E-37
   33     1   2.0784025571148955E-36
   34     1   4.5031604639211436E-37
   35     1   2.1914272425144094E-36
   36     1   2.9915614113799649E-37
   37     1   2.3178211760902779E-36
   38     1   1.9134505929707974E-36
   39     1   1.1398059087777146E-36
   40     1   2.5701824479688357E-36
   41     1   7.0644873360503671E-37
   42     1   3.0298134897859747E-36
   43     1   1.2455549697094241E-36
   44     1   1.1074130598254013E-36
   45     1   1.4021925452077154E-36
   46     1   2.0977711173417036E-36
   47     1   6.1345618613811892E-37
   48     1   1.3370543756607497E-36
   49     1   5.4487315803474011E-37
   50     1   1.9645743024228942E-36
   51     1   1.4217570464426183E-36
   52     1   1.2363785939644843E-36
   53     1   8.0705571715814685E-37
   54     1   8.9314305237715547E-37
   55     1   5.0758355896978514E-36
   56     1   1.1614060812554108E-36
   57     1   5.3138128351709258E-36
   58     1   7.3677708847771420E-37
