#  kx              |phi(kx)|^2
    0   3.0013157732010132E-01
    1   6.1327681324392680E-01
    2   8.8431092795736199E-01
    3   3.1906825377095616E-01
    4   3.7565725020993809E-34
    5   1.0693952985769690E-33
    6   1.3640271315513901E-33
    7   4.8931192565472739E-34
    8   2.0626265502590433E-34
    9   6.1964807737205567E-34
   10   4.2596577013113948E-34
   11   3.2750821039036276E-34
   12   1.4139593184528113E-34
   13   6.8920822826588783E-34
   14   1.0041611172867682E-33
   15   5.8804257035422140E-34
   16   3.0981532032128004E-34
   17   5.8237461179496812E-34
   18   6.3942590013334397E-34
   19   4.7065374826198188E-34
   20   1.2071578475565647E-34
   21   3.2687857092774453E-34
   22   3.4694152304261170E-34
   23   5.7178518119612709E-34
   24   1.6775477093835558E-34
   25   4.1388223795232724E-34
   26   6.2485265791949943E-34
   27   3.7740069091492489E-34
   28   9.7155633054425150E-35
   29   8.1004362462411474E-34
   30   1.7252696405204596E-33
   31   1.0505569077236652E-33
   32   4.9555669806679549E-34
   33   1.0146365435753359E-33
   34   1.5004331288638466E-33
   35   7.4673599266242740E-34
   36   1.1551052561301261E-34
   37   3.3075398602329900E-34
   38   3.3343255681202844E-34
   39   4.0448738876729997E-34
   40   1.1386725250978589E-34
   41   5.2860737211642841E-34
   42   3.6981082674535585E-34
   43   3.4910603674124283E-34
   44   1.0212450218896820E-34
   45   3.8751079736602678E-34
   46   5.6757232990202762E-34
   47   4.2244408396076989E-34
   48   1.8382989929026991E-34
   49   5.2810481663359647E-34
   50   6.0641722140297517E-34
   51   3.7327206137128133E-34
   52   1.0804128003868880E-34
   53   3.1458126416914378E-34
   54   4.4467659356563124E-34
   55   4.1709643680561839E-34
   56   1.4005872705230910E-34
   57   4.2126936124545904E-34
   58   3.2425042581373501E-34
   59   3.3909354219341799E-34
   60   9.1704326036958359E-35
   61   1.0887688027617928E-33
   62   1.5493579876548957E-33
   63   1.3087006801872690E-33
   64   7.9637928517160824E-34
   65   1.5007225041163704E-33
   66   1.6351397912210864E-33
   67   7.4765531131661815E-34
   68   9.4773901026212954E-35
   69   3.7328450304710632E-34
   70   3.9813783301521494E-34
   71   3.5710864876877843E-34
   72   1.3546921937786581E-34
   73   3.6015125593205653E-34
   74   4.4785509816495852E-34
   75   2.7328387577108078E-34
   76   1.0669899585118335E-34
   77   4.5497097770298428E-34
   78   6.5904275788243469E-34
   79   4.5671905928844716E-34
   80   2.3497973956072869E-34
   81   4.1439305499220585E-34
   82   6.4232308512202545E-34
   83   4.3984141900171573E-34
   84   9.4774147645347490E-35
   85   2.5975997443980201E-34
   86   4.0708138470260003E-34
   87   3.2653533165936518E-34
   88   1.3353207459277807E-34
   89   3.7500859088779779E-34
   90   3.4107163655907170E-34
   91   2.9434544956974382E-34
   92   1.0714921036009395E-34
   93   6.7518866224335786E-34
   94   1.2717698072099406E-33
   95   1.0660002263141850E-33
   96   6.0619964116167572E-34
   97   1.0492028012516812E-33
   98   1.2497105652697646E-33
   99   7.1512663043998810E-34
  100   1.0228498033634283E-34
  101   3.0876628256176349E-34
  102   3.6565903969274094E-34
  103   3.9811424984643172E-34
  104   1.3360988609786604E-34
  105   3.5708006418232858E-34
  106   3.0057166609508792E-34
  107   3.1024301306823065E-34
  108   8.5481317537462700E-35
  109   4.0848107249997989E-34
  110   5.0471469748037643E-34
  111   5.8697931047936612E-34
  112   2.4065297730780987E-34
  113   4.2909058101364090E-34
  114   4.6253246025221765E-34
  115   4.3014607942863326E-34
  116   9.7964675308747758E-35
  117   3.3075905481022345E-34
  118   3.8555973321497332E-34
  119   3.9315503215620302E-34
  120   1.4801967522094729E-34
  121   3.8563329643361593E-34
  122   3.4992819782656895E-34
  123   3.3285134819956591E-34
  124   9.6591287588525191E-35
  125   1.2514708863838275E-33
  126   1.7149244509784309E-33
  127   1.6295600372311525E-33
  128   1.5726454946586635E-33
