#  kx              |phi(kx)|^2
    0   1.0379598663003467E-02
    1   4.1538894767812140E-02
    2   3.6388031267655857E-02
    3   3.1885421170176599E-02
    4   2.7948340153510953E-02
    5   2.4504755775581956E-02
    6   2.4179884903036002E-02
    7   2.1135638308812137E-02
    8   2.0028803112842337E-02
    9   1.7433110621231096E-02
   10   1.6830064010108909E-02
   11   1.6089381791983302E-02
   12   1.4805618127306091E-02
   13   1.3854427003163245E-02
   14   1.3384036298217758E-02
   15   1.2678791414573039E-02
   16   1.1157007801585720E-02
   17   9.2083351481071374E-03
   18   7.3941251169236102E-03
   19   5.9214491639608038E-03
   20   4.7226306972638727E-03
   21   3.9384951164809804E-03
   22   3.1245977352905747E-03
   23   2.4597775858704192E-03
   24   1.9182660857581244E-03
   25   1.3553656633779644E-03
   26   1.0176165825178621E-03
   27   7.5026420842902539E-04
   28   4.6591703129315512E-04
   29   2.6184578550579097E-04
   30   1.2706780158109335E-04
   31   1.7199087573455817E-05
   32   5.1775507372953664E-35
   33   1.5776027260016016E-34
   34   1.3742360982096641E-34
   35   1.5197900113074145E-34
   36   1.2468600478912300E-34
   37   2.0529184199309416E-34
   38   1.3025341645607398E-34
   39   1.6585736419107226E-34
   40   8.3156520017196061E-35
   41   1.6348489738989619E-34
   42   1.2487954145512122E-34
   43   1.6343384562055562E-34
   44   1.0607412575526236E-34
   45   1.2342481295591892E-34
   46   1.4759286480638885E-34
   47   1.4300972655911008E-34
   48   9.4211680487685285E-35
   49   1.4496246316975112E-34
   50   1.3712694306405918E-34
   51   1.4684601882742621E-34
   52   1.1663170144517753E-34
   53   1.5386390068821931E-34
   54   1.2513657643081238E-34
   55   1.2824395144824298E-34
   56   9.5204241701299332E-35
   57   1.6344792676435618E-34
   58   1.3505567350719954E-34
   59   1.7326101088673878E-34
   60   1.3463900662377123E-34
   61   1.5495210699181857E-34
   62   1.3523625426645891E-34
   63   1.5493993235381509E-34
   64   5.4383392357664809E-35
   65   1.6779807774076349E-34
   66   1.2050798733743983E-34
   67   1.5795563711620257E-34
   68   1.0894030844583949E-34
   69   1.7173105152007827E-34
   70   1.2102100169629423E-34
   71   1.4423836886903409E-34
   72   9.1618249247322091E-35
   73   1.3321371236938489E-34
   74   1.3461619005439347E-34
   75   1.5280957466499965E-34
   76   9.2436342805971516E-35
   77   1.7434836146395875E-34
   78   1.6020153090491323E-34
   79   1.4997064648406291E-34
   80   9.7361101073174437E-35
   81   1.5996069661121872E-34
   82   1.3228224867179907E-34
   83   1.5340793576403288E-34
   84   8.5161467104253282E-35
   85   1.4219555049707215E-34
   86   1.1173935302683007E-34
   87   1.1616253884962945E-34
   88   8.0702594127598145E-35
   89   1.3464895506374603E-34
   90   1.1195066090390101E-34
   91   1.2935443178890140E-34
   92   1.2024189374629870E-34
   93   1.4689720630824403E-34
   94   1.2342295652531344E-34
   95   1.6608194449650647E-34
   96   5.2578621930013992E-35
   97   1.7068582250385785E-34
   98   1.3547811272593595E-34
   99   1.6361126635964244E-34
  100   8.7454976169798749E-35
  101   1.3337264044974506E-34
  102   1.4789504855727028E-34
  103   1.5385761408215521E-34
  104   8.2818940961743879E-35
  105   1.4892268311817767E-34
  106   1.3222134286320995E-34
  107   1.4194674948389493E-34
  108   1.1962712107825788E-34
  109   1.6454721977286348E-34
  110   1.4037601321789364E-34
  111   1.7172490947756894E-34
  112   9.6188311647376580E-35
  113   1.7188870129113756E-34
  114   1.3310281210672623E-34
  115   1.7466874967396400E-34
  116   1.0706371696302404E-34
  117   1.8265040509804941E-34
  118   1.5578794497992429E-34
  119   1.7796772292441157E-34
  120   1.0654952894383823E-34
  121   2.0042192833513449E-34
  122   1.7752306690903079E-34
  123   2.0322933708168736E-34
  124   2.0168419110928863E-34
  125   1.8090075735522105E-34
  126   1.5832234342700957E-34
  127   1.7907114495273117E-34
  128   9.4347219936786300E-35
