#  kx   kyz         |phi(kx, kyz)|^2
    0     0   0.0000000000000000E+00
    1     0   3.9966807927957775E-37
    2     0   1.8396486590368799E-36
    3     0   2.1526240299433140E-36
    4     0   1.7162217522005398E-36
    5     0   4.0260681515663347E-36
    6     0   2.8682062160063815E-36
    7     0   9.4039548065783001E-38
    8     0   6.6415430821459244E-37
    9     0   1.0726385951253374E-37
   10     0   7.6554069597301474E-37
   11     0   8.9925317837904994E-37
   12     0   1.0726385951253374E-37
   13     0   9.9917019819894438E-38
   14     0   1.8807909613156600E-36
   15     0   6.8178672347692675E-37
   16     0   1.9983403963978888E-37
   17     0   2.4450282497103580E-36
   18     0   9.4039548065783001E-37
   19     0   8.8309013105524349E-37
   20     0   3.6734198463196485E-38
   21     0   3.6734198463196485E-38
   22     0   3.4236272967699124E-37
   23     0   2.7183306862765399E-37
   24     0   4.7019774032891500E-38
   25     0   3.9966807927957775E-37
   26     0   1.8807909613156600E-37
   27     0   7.9933615855915551E-37
   28     0   9.9917019819894438E-38
   29     0   2.1746645490212319E-37
   30     0   1.2048817095928447E-36
   31     0   9.4039548065783001E-37
   32     0   3.7615819226313200E-37
   33     0   1.9983403963978888E-37
   34     0   9.0072254631757780E-37
   35     0   6.8472545935398247E-37
   36     0   2.9387358770557188E-38
   37     0   1.8631585460533257E-36
   38     0   5.0849314222679734E-37
   39     0   3.7615819226313200E-37
   40     0   5.4366613725530797E-38
   41     0   2.6154749305795897E-37
   42     0   4.7754458002155430E-37
   43     0   3.4089336173846338E-37
   44     0   4.7019774032891500E-38
   45     0   2.3509887016445750E-37
   46     0   8.2743782038350082E-38
   47     0   2.9984289495584131E-37
   48     0   6.7958267156913497E-38
   49     0   2.4979254954973610E-37
   50     0   9.3598737684224643E-37
   51     0   4.2317796629602350E-37
   52     0   5.2640106397760562E-37
   53     0   4.5587140292826837E-37
   54     0   1.8058531964507392E-36
   55     0   1.5612034346858506E-37
   56     0   1.4923268125673572E-39
   57     0   2.2958874039497803E-37
   58     0   1.3077374652897949E-37
   59     0   8.4121314480719950E-38
   60     0   3.6734198463196485E-38
   61     0   4.3061664148482079E-37
   62     0   8.6435568983901328E-37
   63     0   4.5991216475921999E-37
   64     0   1.4923268125673572E-37
   65     0   9.6335435469732781E-38
   66     0   2.9681232358262760E-37
   67     0   2.1893582284065105E-37
   68     0   5.8921654334967161E-37
   69     0   4.2905543805013494E-37
   70     0   1.4730413583741790E-37
   71     0   8.6554955128906717E-39
   72     0   5.8774717541114375E-37
   73     0   1.7044668086923169E-37
   74     0   7.3468396926392969E-39
   75     0   6.6718487958780615E-37
   76     0   2.6632293885817451E-37
   77     0   2.3803760604151322E-37
   78     0   3.2417930143770898E-38
   79     0   3.7101540447828449E-38
   80     0   1.2048817095928447E-37
   81     0   3.2362828846076103E-37
   82     0   2.9130219381314812E-37
   83     0   5.3723765252424859E-38
   84     0   2.0564263477178182E-37
   85     0   9.6537473561280362E-37
   86     0   1.6576307056517414E-38
   87     0   2.7449629801623573E-37
   88     0   1.3554919232919503E-37
