#  kx   kyz         |phi(kx, kyz)|^2
    0     0   2.4897522259335121E-33
    1     0   2.8353283654239883E-33
    2     0   1.7367448065766797E-32
    3     0   2.0959376295750561E-33
    4     0   1.2887114479032365E-32
    5     0   3.1784230727284916E-34
    6     0   4.5434530137613093E-33
    7     0   4.2366000429252415E-33
    8     0   5.5945291930806884E-34
    9     0   1.5628187612162304E-34
   10     0   2.4805019284631080E-33
   11     0   4.6429253927065875E-33
   12     0   4.4312940944427651E-33
   13     0   1.9913701861177230E-33
   14     0   1.0804599506308077E-33
   15     0   2.2792701619631784E-34
   16     0   2.6821995244437702E-34
   17     0   1.9218692724170341E-33
   18     0   1.5678950269351740E-34
   19     0   1.6628017460844654E-33
   20     0   9.5939374871321393E-34
   21     0   3.5955177876966502E-33
   22     0   5.1660360311146173E-34
   23     0   5.6083129784044481E-34
   24     0   2.2036627087555976E-33
   25     0   8.6729010705552660E-33
   26     0   5.0407215628312386E-33
   27     0   3.5267239005282114E-34
   28     0   1.9908112210516756E-33
   29     0   1.2501121201138644E-33
   30     0   4.2174781725513429E-33
   31     0   1.6018052765605020E-33
   32     0   1.0853893369824210E-33
   33     0   5.4917438535535994E-35
   34     0   1.1509200484058695E-33
   35     0   1.0963151796339169E-33
   36     0   1.8563380682568105E-33
   37     0   1.1174005878953373E-33
   38     0   9.3260762145145405E-34
   39     0   1.8528258954837982E-33
   40     0   1.3746851806153276E-33
   41     0   1.4917012878874885E-33
   42     0   3.1974617473805432E-34
   43     0   4.5263679238152919E-34
   44     0   5.4678153662136397E-34
   45     0   5.1507351962331905E-34
   46     0   8.8043990993434129E-34
   47     0   7.0680943991008583E-34
   48     0   4.5078596088243561E-33
   49     0   1.0063261423543458E-33
   50     0   2.8369021125092355E-34
   51     0   5.1473468461144174E-36
   52     0   4.2319529323940432E-34
   53     0   2.1537140266104781E-33
   54     0   1.8334209221931800E-33
   55     0   3.2128369767574333E-34
   56     0   8.7248776604225183E-36
   57     0   7.0712272949864512E-34
   58     0   4.2980717922965683E-33
   59     0   1.3153286617829202E-33
   60     0   1.7784062041478029E-33
   61     0   2.5199789090625279E-33
   62     0   6.2065708879206622E-34
   63     0   3.6188166719945494E-33
   64     0   1.7084389290377603E-33
   65     0   1.7550571995018203E-33
   66     0   4.4153246388686017E-33
   67     0   4.3865504996955892E-36
   68     0   3.1558360413566089E-33
   69     0   3.4238434033276126E-34
   70     0   2.2473438031136842E-35
   71     0   3.5638182360473707E-34
   72     0   2.0699236789503721E-33
   73     0   9.3100209998683203E-34
   74     0   1.5014372899671319E-33
   75     0   9.8638789440247758E-34
   76     0   4.1803980090888240E-33
   77     0   1.7087082070832082E-34
   78     0   7.2624505574758057E-34
   79     0   2.7368934369842616E-34
   80     0   7.4481249437806514E-34
   81     0   1.5052654662810007E-33
   82     0   4.0306760386126639E-33
   83     0   3.2284886787166279E-34
   84     0   3.1579039508513011E-34
   85     0   1.8690775349158051E-33
   86     0   4.3538366219702139E-34
   87     0   1.3683633367970847E-33
   88     0   1.6026920791518851E-34
   89     0   7.8305549124893687E-34
   90     0   6.3204715181321686E-33
   91     0   1.6236056500319046E-33
   92     0   5.4665791129686709E-34
   93     0   4.5777179297397583E-33
   94     0   2.0613915364963656E-33
   95     0   3.1817687844440070E-33
   96     0   2.2333745206784302E-34
   97     0   2.3109568061388744E-33
   98     0   5.6753786056945651E-34
   99     0   2.9711905811595663E-34
  100     0   4.4943469094898061E-34
  101     0   1.0311925168232933E-34
  102     0   4.1170610622744200E-34
  103     0   3.8917519390906628E-34
  104     0   4.7153636257176712E-35
  105     0   1.0893550951104490E-33
  106     0   5.0629151206728519E-33
  107     0   2.7246542248187871E-34
  108     0   7.0354427507274477E-34
  109     0   7.6391403222651616E-34
  110     0   1.2412583679159165E-33
  111     0   1.9835840612075597E-33
  112     0   1.6483537098250742E-33
  113     0   9.2671201542857802E-34
  114     0   3.0695245648428423E-34
  115     0   6.9579398542931799E-35
  116     0   1.3735633131742711E-33
  117     0   1.0486889941034336E-33
  118     0   4.4216303028553892E-34
  119     0   5.0253056477570048E-34
  120     0   2.0776820044250258E-33
  121     0   4.0681146096593171E-33
  122     0   2.7878614027743416E-33
  123     0   3.8063133546939480E-34
  124     0   2.7649057431529563E-33
  125     0   5.2019986572515960E-33
  126     0   1.2077700670338980E-33
  127     0   1.6103215870714149E-33
  128     0   1.7469011092869076E-33

    0     1   8.7206698154063066E-34
    1     1   2.6476404479681709E-01
