#   k               |phi(k)|^2
    0   1.5342839524286646E-06
    1   2.7768051234562419E-01
    2   4.2272817854610373E-01
    3   3.5741437597762410E-01
    4   1.6956344176842333E-01
    5   9.1757831193111539E-02
    6   4.1335865139166601E-02
    7   3.2875024757723303E-02
    8   1.3183693108447024E-02
    9   1.8684359751869339E-02
   10   1.7081928962454307E-02
   11   1.0972628091750683E-02
   12   6.7326287244749289E-03
   13   7.4690545866711736E-03
   14   5.7826709253549239E-03
   15   5.2260828134387365E-03
   16   2.2300212074115016E-03
   17   4.8171182691897135E-03
   18   2.2608697531496524E-03
   19   2.4663975130455895E-03
   20   1.7646545843394775E-03
   21   1.9640225762105122E-03
   22   1.1849420944109448E-03
   23   1.4342698068447450E-03
   24   1.7821790259461912E-03
   25   1.8819304526295809E-03
   26   1.5119609601761366E-03
   27   9.9763358836539302E-04
   28   8.7050382952872209E-04
   29   1.3745092719992162E-03
   30   1.1912923333784174E-03
   31   1.2338556081398597E-03
   32   7.8273409519054023E-04
   33   9.2713149651498623E-04
   34   8.1070298792858210E-04
   35   7.1847267861487724E-04
   36   9.7555481513725794E-04
   37   7.9869501471733660E-04
   38   7.2012687178089950E-04
   39   7.8419671188600536E-04
   40   6.8782746973178224E-04
   41   7.1911643147969453E-04
   42   6.0855406617083419E-04
   43   4.7362305037993384E-04
   44   4.9933321002816665E-04
   45   4.8682706442550107E-04
   46   4.4160637556672793E-04
   47   3.7875544659220716E-04
   48   4.0830999782840902E-04
   49   4.5711109387255297E-04
   50   4.2358038754296187E-04
   51   3.3610330082664000E-04
   52   3.7431030626729802E-04
   53   3.4559887197254302E-04
   54   4.0962826172247674E-04
   55   4.2746323239483476E-04
   56   3.6367435218257680E-04
   57   3.2625116108135421E-04
   58   2.9534065397152375E-04
   59   3.7149029114192441E-04
   60   2.5402396337742534E-04
   61   3.5043074599739633E-04
   62   2.0533110670462745E-04
   63   2.7071088309153475E-04
   64   2.1306109960935588E-04
   65   3.0478077122984241E-04
   66   2.0360569815808734E-04
   67   2.5339918047140802E-04
   68   2.0784739381111069E-04
   69   2.0411896715473698E-04
   70   1.8645089966184999E-04
   71   1.8189248155847456E-04
   72   2.0978434950506508E-04
   73   1.8987167551890840E-04
   74   1.7124752014491330E-04
   75   1.3620129785998832E-04
   76   1.2957102806080038E-04
   77   1.0974086700294305E-04
   78   1.2522600136122248E-04
   79   1.0822765190924117E-04
   80   1.0681948178381457E-04
   81   1.2831369589104673E-04
   82   9.3894480990877653E-05
   83   9.3338321391107487E-05
   84   7.5222775454284206E-05
   85   8.5294532330935775E-05
   86   6.7659908960445673E-05
   87   7.8452279622935402E-05
   88   6.5037483871410246E-05
   89   7.6526872757395534E-05
   90   6.3270475438511527E-05
   91   7.1902331844015554E-05
   92   7.4070088655725231E-05
   93   6.6816230927101760E-05
   94   7.1504363079306324E-05
   95   6.2999354189878216E-05
   96   6.7652273457680771E-05
   97   6.1309826824485403E-05
   98   6.9325505887633994E-05
   99   5.4939441198824399E-05
  100   4.7629443947485816E-05
  101   6.4079672632127670E-05
  102   6.7855560977580205E-05
  103   4.4023545838987726E-05
  104   6.3008303725981151E-05
  105   4.4774976283689710E-05
  106   5.4651588896786718E-05
  107   4.1247382566482494E-05
  108   5.0539114692843559E-05
  109   4.4752344246434419E-05
  110   3.9176952005717801E-05
  111   4.9198374834583876E-05
  112   3.5177175907632982E-05
  113   4.3353498913946529E-05
  114   4.1401964915657242E-05
  115   3.4704640409907957E-05
  116   3.3797369384450838E-05
  117   3.0865423467186356E-05
  118   3.1532697127814984E-05
  119   3.8384860374912703E-05
  120   3.6950413820905288E-05
  121   3.2633492042425559E-05
  122   3.6719025747336594E-05
  123   4.4191905979704632E-05
  124   4.1350118830338041E-05
  125   3.5520003448358548E-05
  126   2.7576213431299772E-05
  127   2.9111158869049351E-05
  128   2.6402470987947552E-05
