#  kx   kyz         |phi(kx, kyz)|^2
    0     0   1.5342839524286646E-06
    1     0   2.9714549007650179E-06
    2     0   3.6115036708978950E-07
    3     0   3.6087831181119128E-07
    4     0   2.3874187308075411E-07
    5     0   2.5784174104716606E-06
    6     0   2.1048299772257941E-07
    7     0   6.1643434959728372E-07
    8     0   1.7149569283811346E-07
    9     0   2.2455318137651928E-07
   10     0   2.6008907893971491E-08
   11     0   2.7119496801875067E-09
   12     0   9.3892426103073945E-08
   13     0   7.8286981634819326E-08
   14     0   2.8431549612465610E-08
   15     0   1.0023012225918125E-08
   16     0   1.1401062507462770E-08
   17     0   2.4022272126011679E-09
   18     0   7.7455248344181095E-09
   19     0   6.8661820977574772E-08
   20     0   1.8674397764680013E-08
   21     0   1.8247301114325739E-08
   22     0   2.6203247821565509E-09
   23     0   3.4544990034034594E-12
   24     0   4.4707334823388719E-09
   25     0   2.4727556926950587E-08
   26     0   1.9033149284524137E-09
   27     0   3.1811085017403478E-09
   28     0   7.9499145316950217E-10
   29     0   3.9790822115283646E-10
   30     0   2.9250567870802156E-09
   31     0   3.9389196319432641E-09
   32     0   8.2107302611633308E-09
   33     0   1.5072779053718043E-08
   34     0   2.5449188286670128E-09
   35     0   2.4927971830585120E-08
   36     0   5.9840788377347416E-10
   37     0   7.8731035842975497E-09
   38     0   1.0948483079178488E-09
   39     0   5.1641446819657601E-10
   40     0   2.5025094076475850E-10
   41     0   1.2618965599908344E-08
   42     0   1.9837807652676669E-09
   43     0   3.3457655391088197E-09
   44     0   4.7285714841911404E-09
   45     0   3.3175187234493237E-09
   46     0   3.9504230259400937E-11
   47     0   2.4656568402107610E-09
   48     0   4.8279562448928566E-09
   49     0   1.0518236085955829E-09
   50     0   2.5263175341739242E-11
   51     0   5.9630364723083322E-10
   52     0   7.9948902565167449E-10
   53     0   3.9582851886907633E-10
   54     0   3.1658950613620434E-10
   55     0   1.6636981466513398E-09
   56     0   1.6589520131568122E-09
   57     0   2.5469732421731274E-09
   58     0   3.0680304547782030E-09
   59     0   2.9004261144990948E-09
