#  kx              |phi(kx)|^2
    0   4.2143550722572573E-02
    1   1.2726691737391710E-01
    2   8.9400375557075959E-02
    3   4.8642498707384012E-02
    4   3.6345244899807380E-02
    5   2.9222242241803403E-02
    6   1.8801782408495008E-02
    7   1.8838435538759402E-02
    8   1.0218276421502770E-02
    9   9.8745262649407653E-03
   10   7.6266799880390377E-03
   11   5.3937244569642736E-03
   12   4.5700284140788921E-03
   13   3.5531560514509859E-03
   14   3.4185138552364630E-03
   15   2.8992585264607279E-03
   16   2.3041323903276248E-03
   17   2.0229349693580393E-03
   18   1.6568596341472589E-03
   19   1.4490813284853926E-03
   20   1.2785869356933188E-03
   21   1.0394333208456992E-03
   22   9.7894652498358272E-04
   23   7.9422496699968351E-04
   24   7.6647783326715352E-04
   25   6.7625721473831913E-04
   26   5.7606069534711407E-04
   27   4.5015807815537067E-04
   28   4.6890246432133186E-04
   29   3.9072104162397967E-04
   30   3.6002748014702594E-04
   31   3.1576254380208635E-04
   32   2.7335483991331448E-04
   33   2.3397644016259799E-04
   34   2.2735664092605605E-04
   35   2.0019976972600684E-04
   36   1.6977199073416654E-04
   37   1.5438690348292322E-04
   38   1.4054188307796055E-04
   39   1.2937776239345137E-04
   40   1.1746958450391391E-04
   41   1.0987049474008525E-04
   42   9.5130662393111911E-05
   43   8.0882292433427072E-05
   44   7.7386908723149023E-05
   45   7.4628008247797239E-05
   46   6.1961589307313707E-05
   47   5.6148773140941661E-05
   48   4.8976321192694979E-05
   49   4.7761031775011623E-05
   50   3.7521255720257499E-05
   51   4.0730029018340158E-05
   52   3.6279231849059106E-05
   53   3.4328822426110254E-05
   54   2.7314821838154509E-05
   55   2.7439577906053428E-05
   56   2.3058364227674631E-05
   57   2.0099474021777537E-05
   58   2.1146900171543097E-05
   59   1.9019752672559050E-05
   60   1.8507607903428372E-05
   61   1.3481871253956064E-05
   62   1.4284423191268972E-05
   63   1.2829637782717018E-05
   64   1.2549284223322395E-05
   65   1.0607925494481901E-05
   66   9.9247078509050610E-06
   67   9.3213228842386613E-06
   68   7.2292803049467229E-06
   69   6.8522897364032585E-06
   70   6.8852509796771149E-06
   71   5.5925947653077677E-06
   72   5.8603925802760409E-06
   73   4.7311102929584770E-06
   74   4.9247592439246232E-06
   75   4.1778704961331527E-06
   76   3.9049794152809755E-06
   77   3.8570563500099172E-06
   78   3.3220466453618044E-06
   79   2.9506992564886561E-06
   80   2.9677184807419692E-06
   81   2.6122937235288134E-06
   82   2.3513485401894975E-06
   83   2.3159156211195231E-06
   84   2.0196423567664018E-06
   85   1.7364541202359654E-06
   86   1.5555742940376723E-06
   87   1.4934273013819492E-06
   88   1.2453329056363377E-06
   89   1.2106489212747047E-06
   90   1.1701753787049314E-06
   91   1.0170783034966645E-06
   92   9.7634414678190683E-07
   93   9.0160392584391907E-07
   94   6.9459104054524833E-07
   95   7.1962631124528793E-07
   96   6.8253908095924101E-07
   97   6.4810779954912099E-07
   98   6.1076870346307007E-07
   99   5.4078321599453650E-07
  100   5.5650581923861598E-07
  101   4.8514134231521628E-07
  102   3.6145697266878348E-07
  103   3.6090671566938104E-07
  104   3.3084819735495715E-07
  105   3.1784510638735509E-07
  106   3.0881751905051851E-07
  107   2.8572360819080979E-07
  108   2.6771362381246227E-07
  109   2.3084182017744912E-07
  110   2.2850228406823781E-07
  111   1.9881193056491272E-07
  112   1.8002340486682687E-07
  113   1.6394050098682704E-07
  114   1.4869940719260406E-07
  115   1.4937357222980433E-07
  116   1.4932934525540744E-07
  117   1.1587151651224644E-07
  118   1.1240760430464558E-07
  119   9.5736788208831319E-08
  120   8.3907243615885788E-08
  121   7.7703909661480685E-08
  122   8.3876473185973083E-08
  123   6.7133029340564825E-08
  124   6.2575169705433504E-08
  125   6.1827697533646350E-08
  126   5.4301785808207240E-08
  127   5.1604798978655435E-08
  128   3.5581487547537853E-31
