#  kx   kyz         |phi(kx, kyz)|^2
    0     0   5.3011319497138245E-31
    1     0   6.4984100353136294E-32
    2     0   7.8752306019890919E-33
    3     0   4.4317209807156595E-32
    4     0   1.5648907670395338E-32
    5     0   2.8866215796725204E-33
    6     0   7.4693636592255187E-33
    7     0   3.4701001554726667E-32
    8     0   2.4170319645330086E-33
    9     0   9.9804049738992833E-33
   10     0   9.5839744086223291E-33
   11     0   7.5795188639007204E-33
   12     0   1.4420147888120645E-32
   13     0   1.0173444932230171E-32
   14     0   1.0490971873828932E-34
   15     0   6.5773290656176450E-33
   16     0   4.5958905135520626E-34
   17     0   1.8085500986511072E-32
   18     0   3.6233794461322661E-33
   19     0   4.4042668074915110E-33
   20     0   5.8640447848913779E-34
   21     0   5.6250820510474924E-34
   22     0   1.8365152221325413E-32
   23     0   4.2014080184625902E-33
   24     0   1.7158742534570259E-33
   25     0   2.3443691997005744E-33
   26     0   1.0069025621581408E-33
   27     0   3.3815952383131450E-34
   28     0   5.4582426014925001E-33
   29     0   6.5879672322499064E-34
   30     0   1.1308254495428000E-32
   31     0   5.3688309854163545E-33
   32     0   6.9359747002388446E-33
   33     0   1.7694877064583944E-33
   34     0   2.0046293665416889E-33
   35     0   2.9832616292551638E-35
   36     0   8.7177237165126075E-33
   37     0   8.4848068627082384E-33
   38     0   3.9846496546149581E-33
   39     0   1.2110211977247533E-32
   40     0   1.7532507367410170E-34
   41     0   7.2249299457545858E-34
   42     0   3.8868798084090358E-33
   43     0   2.2550417821003449E-34
   44     0   1.9148085119671643E-33
   45     0   8.5198082482592461E-34
   46     0   3.3263232900705960E-33
   47     0   9.4792565493910428E-33
   48     0   1.9389731355008350E-33
   49     0   2.8746400800406070E-33
   50     0   5.0311498445499494E-34
   51     0   1.1353276167832478E-32
   52     0   3.1416434831769887E-33
   53     0   3.1444033848976226E-34
   54     0   7.5030141579303853E-33
   55     0   5.7107314983907639E-33
   56     0   1.4974790768884895E-32
   57     0   1.0887194304994142E-32
   58     0   7.9937628204003774E-33
   59     0   4.5323915265768419E-34
   60     0   1.7624571111157776E-33
   61     0   8.2414878978552876E-33
   62     0   3.0254092954641530E-33
   63     0   5.7802739694220250E-33
   64     0   1.3855160744263217E-33
   65     0   1.0507600976756996E-32
   66     0   5.0975319003586288E-33
   67     0   1.0604734909735384E-32
   68     0   6.5607736391814584E-33
   69     0   8.5590439539731832E-34
   70     0   3.6396058430074669E-33
   71     0   9.5661813733700858E-33
   72     0   2.3381629922007440E-33
   73     0   1.7395039435379029E-32
   74     0   1.0286533135011234E-32
   75     0   2.4824233094289927E-33
   76     0   1.4181840221244841E-33
   77     0   1.3927145807429901E-32
   78     0   5.6370944628925116E-34
   79     0   1.8485789559859925E-32
   80     0   1.2221626056504867E-33
   81     0   2.5368309687926184E-34
   82     0   3.4729604737649143E-34
   83     0   3.6927772596611804E-33
   84     0   6.2382751448886366E-33
   85     0   2.9566625960956749E-33
   86     0   7.8588149506738306E-34
   87     0   4.2651548421859652E-33
   88     0   2.0387842893449604E-33
   89     0   1.9528188685021934E-34
   90     0   5.1235333729789068E-33
   91     0   3.4094541759320949E-33
   92     0   4.7824105939803586E-34
   93     0   2.1465314518675704E-34
   94     0   8.6488698230190222E-34
   95     0   5.5294380214022498E-34
   96     0   5.1334787330778938E-33
   97     0   2.0900146658894803E-33
   98     0   3.7735177733950365E-33
   99     0   2.2899028910126595E-33
  100     0   6.2606296438754474E-33
