# kyz             |phi(kyz)|^2
    0   9.5676297770246154E-10
    1   3.6536456695549827E-09
    2   4.9551755775295978E-10
    3   1.0427588010677255E-07
    4   3.0638797881486421E-08
    5   1.3375710321465626E-09
    6   1.8088993526069252E-08
    7   1.0407413073096590E-08
    8   5.7921907299320775E-09
    9   1.7472731903380538E-08
   10   1.4241946687823816E-09
   11   3.0047247076443043E-08
   12   2.7591275015465919E-08
   13   4.1696193334108536E-09
   14   5.0278639218838748E-08
   15   2.9551763464625076E-06
   16   2.1780454574169846E-08
   17   1.6659460600435747E-08
   18   6.0222707644146150E-07
   19   2.8900366750397974E-08
   20   7.2815067900946698E-10
   21   1.7554351225022454E-08
   22   1.6378402386302692E-08
   23   9.2542708301354636E-10
   24   1.1597242311478616E-08
   25   1.5214095387564909E-09
   26   1.3725967748738360E-08
   27   1.4077763007224960E-08
   28   3.7787151492530372E-10
   29   2.4437811446936127E-08
   30   3.3491085711905219E-07
   31   1.6628594675612546E-08
   32   2.9482046599085301E-08
   33   1.0354756551944596E-05
   34   7.9645164874794501E-08
   35   1.1064122934571230E-08
   36   3.9012408089751019E-08
   37   4.5201627634870769E-08
   38   5.9923700364531296E-09
   39   2.9206203189402766E-08
   40   1.2506364821020004E-08
   41   1.5799388673461142E-08
   42   3.1790144008733573E-08
   43   9.1056047294832518E-09
   44   5.8854267046614891E-08
   45   5.1805019731202716E-08
   46   2.4957759474780420E-08
   47   1.5742805439941069E-07
   48   1.0671112267854561E-04
   49   9.4945980907490535E-08
   50   3.9096756372310438E-08
   51   2.3986810927679990E-07
   52   1.2224236047273319E-08
   53   1.2537758391807236E-09
   54   8.9976368004041379E-09
   55   8.5775139855369535E-09
   56   2.9331541024214654E-09
   57   6.9839092632172559E-09
   58   5.0480396293326684E-10
   59   1.6234900981633193E-08
   60   2.0664886501589731E-08
   61   4.3296040508847138E-10
   62   2.7715248960720909E-08
   63   1.2638950389096957E-06
   64   2.5779634153224090E-08
