# kyz             |phi(kyz)|^2
    0   1.6895482189745421E-31
    1   5.5864701632127634E-31
    2   3.4342495932781368E-31
    3   3.9278126443646226E-31
    4   3.9706419755484485E-31
    5   1.2668397026289396E-01
    6   4.0307075682674706E-02
    7   5.3613036253050542E-02
    8   4.0662893488255393E-02
    9   2.0082915404278492E-02
   10   2.3260656202370857E-02
   11   2.0685830630817699E-02
   12   1.0585851119813913E-02
   13   1.6613732682861711E-02
   14   1.2811062947121433E-02
   15   1.0861600273364014E-02
   16   8.4205655478801836E-03
   17   1.0280624549967702E-02
   18   1.2277733636748724E-02
   19   8.1042111581149049E-03
   20   8.5201948128734405E-03
   21   6.7747376676969657E-03
   22   4.3080034852182583E-03
   23   7.2897542273681389E-03
   24   5.8419564081261671E-03
   25   6.2886212090330715E-03
   26   5.1285154954426636E-03
   27   3.4771626286924677E-03
   28   3.8894202297042185E-03
   29   3.8273692762865034E-03
   30   3.6371309164082949E-03
   31   3.2642003952640841E-03
   32   2.5074234492042670E-03
   33   3.6659165419303942E-03
   34   2.9691269559138896E-03
   35   3.2862357770478026E-03
   36   2.6285492434468824E-03
   37   2.9854927317884265E-03
   38   2.7460302464093530E-03
   39   2.3098939974274266E-03
   40   2.6793652030839151E-03
   41   2.1279295831298103E-03
   42   1.7761668515244189E-03
   43   1.6257291964218105E-03
   44   1.6301265688081097E-03
   45   2.0990041499287051E-03
   46   1.8997643092123850E-03
   47   1.7249168766795310E-03
   48   1.8284092186622207E-03
   49   1.9334570417774203E-03
   50   1.5626036584975567E-03
   51   1.8133572029141048E-03
   52   1.7944151242715355E-03
   53   1.2834832295173565E-03
   54   1.8043618466318291E-03
   55   1.3628073254624026E-03
   56   1.3265079654418226E-03
   57   1.1492786673592775E-03
   58   1.1749336239909570E-03
   59   1.1446761307252198E-03
   60   1.1254406760194695E-03
   61   1.1512300085518899E-03
   62   1.1371969136964139E-03
   63   1.1014696535541961E-03
   64   3.5671686559285649E-31
