#  kx   kyz         |phi(kx, kyz)|^2
    0     0   3.4720001813712638E-33
    1     0   2.3569637862196858E-33
    2     0   3.4793839246681300E-33
    3     0   2.0262450123797638E-33
    4     0   1.5110602763726791E-32
    5     0   4.5295163046669997E-33
    6     0   2.1618871114629513E-33
    7     0   5.6043523196467465E-34
    8     0   1.9956161512964636E-33
    9     0   2.4038186510911625E-33
   10     0   4.5662584038348209E-33
   11     0   4.9685527695254681E-33
   12     0   2.3227014511490573E-33
   13     0   3.5665303270360923E-35
   14     0   2.0172204372391486E-33
   15     0   4.6067493479789836E-33
   16     0   2.7078283288078498E-33
   17     0   1.5125962772930770E-33
   18     0   4.7308144668312798E-33
   19     0   6.7140161299766074E-33
   20     0   7.1686550967659608E-33
   21     0   2.5671725768687645E-33
   22     0   5.8313340580319186E-34
   23     0   2.9501358924002531E-34
   24     0   1.3241740872359881E-33
   25     0   1.7307414525197303E-33
   26     0   6.0356589282413078E-33
   27     0   1.1571995064698376E-32
   28     0   6.2042850233501895E-34
   29     0   2.7256980131061705E-33
   30     0   3.3052106081343699E-33
   31     0   5.3004565885858754E-33
   32     0   3.9105367052773393E-33
   33     0   1.0086102186195742E-32
   34     0   7.5487426835712953E-33
   35     0   5.3963569427868889E-34
   36     0   2.6913587640428664E-33
   37     0   8.5660651922778900E-33
   38     0   1.1681127474306004E-32
   39     0   1.8739257519680288E-33
   40     0   2.1113378392404823E-33
   41     0   2.2454328885279567E-33
   42     0   5.9469115753591315E-34
   43     0   4.2479495691818862E-32
   44     0   1.8864484182255303E-32
   45     0   1.1971878835472743E-33
   46     0   2.2764171207440830E-33
   47     0   2.4982181141851026E-33
   48     0   4.0988273448104972E-33
   49     0   4.8277974923041949E-33
   50     0   9.4399349147284191E-33
   51     0   7.5597481501066100E-34
   52     0   2.4233932844823342E-33
   53     0   4.4368134227083746E-33
   54     0   2.8777356116280607E-33
   55     0   5.3203847904381685E-33
   56     0   5.5359637623466948E-33
   57     0   7.2020858438011940E-34
   58     0   4.5404209606819657E-33
   59     0   5.0975053778605857E-33
   60     0   2.1201199647736517E-35
   61     0   7.0965995046276082E-33
   62     0   7.2062592068360686E-33
   63     0   1.9323358982443373E-33
   64     0   5.9004783259913307E-34

    0     1   2.6562384733833377E-01
    1     1   3.0492171198489099E-01
    2     1   4.7103931399554301E-02
    3     1   8.4230630986320242E-03
    4     1   1.2670642821185835E-03
    5     1   2.0502457764578222E-04
    6     1   1.1293891741870303E-05
    7     1   4.6798527774894131E-06
    8     1   1.5207753043012821E-06
    9     1   2.0252345185367606E-07
