#  kx              |phi(kx)|^2
    0   9.2544982051175635E-03
    1   8.2203144098629455E-01
    2   3.1499296957537631E-01
    3   1.4835212988866234E-01
    4   4.8672066817827972E-02
    5   1.7393828730819013E-02
    6   7.9691710350853241E-03
    7   3.4072265811599979E-03
    8   3.1099771508020192E-03
    9   1.2466698447683817E-03
   10   6.7283027765259289E-04
   11   5.4250397780871221E-04
   12   1.8265488457504337E-04
   13   2.7183655541927282E-04
   14   7.8412106193579504E-05
   15   1.6931075095755123E-04
   16   4.5614651176401552E-05
   17   1.1104870873679427E-04
   18   2.2734556712510350E-05
   19   7.4530902913283846E-05
   20   1.7689798218206085E-05
   21   5.1441679858635112E-05
   22   1.4696128213120804E-05
   23   3.4030221115579552E-05
   24   1.3294664064887543E-05
   25   2.1863761404921870E-05
   26   1.0885714991426240E-05
   27   1.6501165579573903E-05
   28   8.5288223965314191E-06
   29   1.0607647546757127E-05
   30   7.6197362252899382E-06
   31   9.6725871750195657E-06
   32   6.2209732529651256E-06
   33   7.8444609327781702E-06
   34   5.8952920970872382E-06
   35   6.8814955717381403E-06
   36   5.2556832372828340E-06
   37   7.5090335396416667E-06
   38   5.1795408249688405E-06
   39   6.6369209477633959E-06
   40   4.7696780710140125E-06
   41   5.2004909417959591E-06
   42   4.4950559592089185E-06
   43   5.3284827569061317E-06
   44   4.4810450938790372E-06
   45   5.4294149375198668E-06
   46   4.3032132905335192E-06
   47   4.7256946859038617E-06
   48   4.2735820147384105E-06
   49   4.7876133888321273E-06
   50   4.1553437782290632E-06
   51   4.4144851998645844E-06
   52   4.1390962664797507E-06
   53   4.5497818739793978E-06
   54   4.0621702674239456E-06
   55   4.4037394863962727E-06
   56   4.2904464764128507E-06
   57   4.4694322005774976E-06
   58   3.9783829636220322E-06
   59   4.0097832439354814E-06
   60   4.0147381423318984E-06
   61   4.2448917760673464E-06
   62   4.1956360959780066E-06
   63   4.1015084775250552E-06
   64   3.8955464247328132E-06
