# kyz             |phi(kyz)|^2
    0   6.8010355667149791E-06
    1   1.1302071956459503E+00
    2   1.4502466989359381E-01
    3   6.5021577511557030E-02
    4   9.0644997325909551E-03
    5   9.7679040753364827E-03
    6   4.9515000452977310E-03
    7   4.2544288230655447E-03
    8   3.3093840711068030E-03
    9   1.9737029236811705E-03
   10   7.6437442220861568E-04
   11   7.1268168572894840E-04
   12   5.8628782802059914E-04
   13   5.3009111643961880E-04
   14   6.3672212273680980E-04
   15   1.0882138516036718E-04
   16   2.6277798382318569E-04
   17   2.4579537059125949E-04
   18   2.3906860326196409E-04
   19   2.0111745074103348E-04
   20   1.7013039071092704E-04
   21   1.1253381771001555E-04
   22   1.8469735836115398E-04
   23   9.3606209380784600E-05
   24   2.5522219318939556E-05
   25   7.9030241436022535E-05
   26   4.5518274889095394E-05
   27   3.1192564864121327E-05
   28   4.1469733932879625E-05
   29   3.9360703628622817E-05
   30   1.1441828957942329E-05
   31   2.4815982060262486E-05
   32   1.7612722161919355E-05
   33   1.5093637826307898E-05
   34   1.2576284579336056E-05
   35   5.6170445774763603E-06
   36   8.8280641690523460E-06
   37   1.5126112265964222E-05
   38   2.5739996337548565E-05
   39   1.3518269582607463E-05
   40   1.5607635883550796E-05
   41   1.8218309461209578E-05
   42   1.1258916626665698E-05
   43   1.0324524013365096E-05
   44   5.7640902024636788E-06
   45   9.3504466584575231E-06
   46   6.2675007773444488E-06
   47   5.9929532414996759E-06
   48   3.8804986877946054E-06
   49   3.7394647423684015E-06
   50   4.0944807800800350E-06
   51   2.8250285754353983E-06
   52   4.7475629259924492E-06
   53   3.0179301307951549E-06
   54   3.6027119323333163E-06
   55   4.6113948106900608E-06
   56   3.9524559332981208E-06
   57   2.4392220287496214E-06
   58   2.5362427805952343E-06
   59   2.7584155320572960E-06
   60   2.7226787456404569E-06
   61   2.8329584270963969E-06
   62   3.5850923257454413E-06
   63   2.6072645247064683E-06
   64   8.5980610955904422E-07
