#  kx              |phi(kx)|^2
    0   1.2531691670531841E-31
    1   4.3217994078868344E-01
    2   3.3556374106112358E-01
    3   2.1135228243290979E-01
    4   5.2566301919831797E-02
    5   1.5567608240247700E-02
    6   5.4397924638399566E-03
    7   2.0224741413689116E-03
    8   6.6520600896735203E-04
    9   1.3426853932057048E-04
   10   1.1674977378922523E-04
   11   5.7392614172217236E-05
   12   2.3217265820388801E-05
   13   5.0365042701713450E-06
   14   1.6821547451829934E-06
   15   3.0891844802334425E-07
   16   3.1962179625715497E-07
   17   3.4690590436635543E-08
   18   1.3562459520898002E-08
   19   1.0668117186631096E-08
   20   4.5402883391557314E-09
   21   2.5917808130691759E-09
   22   8.7918615212680290E-10
   23   3.2656803874479669E-10
   24   9.2154193430281813E-11
   25   4.0003894735528215E-11
   26   5.9524138591401320E-12
   27   1.4548425511987357E-12
   28   1.7048824046349633E-12
   29   1.0544497488890135E-12
   30   2.1489724069187172E-13
   31   4.6380328116254284E-14
   32   3.9866186309170306E-14
   33   3.8416864572979228E-15
   34   4.4081787695477602E-15
   35   2.6471576896708338E-15
   36   4.2377556664226953E-16
   37   2.3002658055114350E-17
   38   8.5792631451755519E-17
   39   3.6152828762075034E-17
   40   5.2343152525897878E-18
   41   2.9006761662715045E-18
   42   4.3572758914885560E-19
   43   9.0151442419626216E-19
   44   2.2883051117329796E-19
   45   6.6834996375593770E-20
   46   9.4138711774573609E-21
   47   3.5191097021684522E-21
   48   2.5704400155056822E-21
   49   4.0301746565835157E-22
   50   2.0989160364987792E-22
   51   1.8074650845556939E-22
   52   6.4323007422107393E-23
   53   4.1214918946680316E-23
   54   8.5124772353598211E-24
   55   3.5552550511923277E-24
   56   9.4532194344227027E-25
   57   2.4886006335809887E-25
   58   2.9809083964479930E-26
   59   3.7962786462622502E-26
   60   2.0186386275570093E-26
   61   8.5670314946122395E-27
   62   1.6546856672726088E-27
   63   7.2507215871287863E-28
   64   6.4388150916957854E-28
   65   4.1568983854361092E-29
   66   8.8870514226359767E-30
   67   8.2167897993966965E-30
   68   1.0979697641324434E-29
   69   3.0038341202239507E-30
   70   4.7714974616244662E-31
   71   1.0167581906459732E-30
   72   4.8476535892930260E-31
   73   3.9084446196225605E-31
   74   3.4007282095147048E-31
   75   3.0171050376309326E-31
   76   2.9308616381014845E-31
   77   3.0423574413175318E-31
   78   3.0113129383600902E-31
   79   3.3342659355214376E-31
   80   3.3628700983264735E-31
   81   2.9276195598955919E-31
   82   2.8280028981702920E-31
   83   3.2423234182804982E-31
   84   2.8638719383567039E-31
   85   3.0749811978324755E-31
   86   2.9410500427277660E-31
   87   3.0654474260885998E-31
   88   2.8954175503445731E-31
   89   2.8149308664018551E-31
   90   2.6071587237685492E-31
   91   3.1511896386588059E-31
   92   2.7492516842019102E-31
   93   2.6881796962359516E-31
   94   2.5981442386039172E-31
   95   2.9581738704877223E-31
   96   2.6589024724840142E-31
   97   2.8015920817577675E-31
   98   2.5943680116324351E-31
   99   2.7837460542882547E-31
  100   2.7498656578909011E-31
  101   2.5268716046825928E-31
  102   3.0424745379894101E-31
  103   2.8395165045311702E-31
  104   2.8130320876645331E-31
  105   2.3998834099193479E-31
  106   2.9655094758929539E-31
  107   2.5526226739601264E-31
  108   2.7325085994254662E-31
  109   2.7823764005673674E-31
  110   2.6411640325196785E-31
  111   2.4285637982045762E-31
  112   2.5381978196750522E-31
  113   2.6580554711838015E-31
  114   2.9105296956884366E-31
  115   2.5108920865806493E-31
  116   2.7979666444845250E-31
  117   2.9578750599301736E-31
  118   2.7499612727501705E-31
  119   2.6723704245534633E-31
  120   2.6357193199420079E-31
  121   2.5836304975061044E-31
  122   2.8232622561381497E-31
  123   2.7093083927800219E-31
  124   2.7444998082257488E-31
  125   3.0003480989955484E-31
  126   2.5367080578515723E-31
  127   2.8458131932215581E-31
  128   2.8670109413534838E-31
