#  kx   kyz         |phi(kx, kyz)|^2
    0     0   7.9483705025901530E-07
    1     0   2.6443999701720219E-06
    2     0   1.6030117826568214E-06
    3     0   2.1870685381371581E-06
    4     0   3.3286525883604514E-06
    5     0   9.1319418893876385E-07
    6     0   1.5413826995702592E-06
    7     0   1.0790345921070477E-06
    8     0   3.4753882411307834E-08
    9     0   7.9593904677520948E-07
   10     0   3.7041603590775667E-08
   11     0   1.1297463916278949E-06
   12     0   9.2007641669218054E-08
   13     0   3.7211241901431385E-07
   14     0   3.7497062712965097E-08
   15     0   1.5081286733124860E-07
   16     0   1.2035932847756213E-08
   17     0   4.5951697855187269E-07
   18     0   2.8625509600499048E-08
   19     0   1.1604528492061644E-07
   20     0   1.5166912211514832E-08
   21     0   7.7777422583349782E-08
   22     0   2.5997755575534615E-08
   23     0   4.3615567260955825E-08
   24     0   6.2005142047302612E-08
   25     0   4.6047054821529546E-08
   26     0   4.2530198115755881E-08
   27     0   1.9254220956631950E-09
   28     0   2.1356928192158689E-08
   29     0   3.2264122753420116E-09
   30     0   1.9291383660968760E-08
   31     0   1.4849033303151722E-08
   32     0   2.3251797650077045E-09
   33     0   4.5722228000483423E-09
   34     0   2.0123086729062628E-09
   35     0   5.3320575569397661E-09
   36     0   6.9045801541152531E-09
   37     0   1.0771466591788503E-08
   38     0   9.2158527753785164E-09
   39     0   6.1326985498717085E-09
   40     0   1.1753367007302037E-08
   41     0   2.9531526145030159E-09
   42     0   2.4756466153892118E-09
   43     0   3.4359318796919259E-09
   44     0   6.5930725408707846E-09
   45     0   7.7668974650197658E-09
   46     0   8.1306229511559650E-09
   47     0   2.1322015048305543E-08
   48     0   3.0952132791320526E-10
   49     0   6.2516089495542147E-09
   50     0   6.5313950897636458E-09
   51     0   1.8588345940418444E-08
   52     0   2.6370536881068932E-09
   53     0   1.4296810201843051E-08
   54     0   4.9584135176641557E-09
   55     0   2.5199093004791283E-09
   56     0   6.2020300545067401E-09
   57     0   5.3919040371134165E-09
   58     0   9.5235266119985586E-09
   59     0   1.2882126103115969E-08
   60     0   3.8193376483638064E-09
   61     0   7.1208001394760190E-09
   62     0   1.7927803999556472E-09
   63     0   2.0090585459914766E-09
   64     0   8.3377434850557043E-09

    0     1   5.6186788470209683E-03
    1     1   6.9976344596978735E-01
    2     1   2.5188583667970565E-01
    3     1   1.1421770886531847E-01
    4     1   3.8713429222636347E-02
    5     1   9.2811774385279603E-03
    6     1   5.1545919310963572E-03
    7     1   1.1346931423426247E-03
    8     1   1.8265232526128358E-03
    9     1   3.2572852711168461E-04
   10     1   3.4307443374595789E-04
   11     1   1.2270013547993508E-04
   12     1   2.5271295085913084E-05
   13     1   2.0129758895354717E-05
   14     1   1.2477608175418837E-05
   15     1   6.6722273090429582E-06
   16     1   1.4945868300860580E-05
   17     1   3.8455620380769062E-06
   18     1   4.1884853828812568E-06
   19     1   2.9407855105703459E-06
   20     1   4.4582928604085139E-06
   21     1   2.9988466504278084E-06
   22     1   4.7955546074587510E-06
   23     1   4.2505646515062710E-06
   24     1   3.2188101965637476E-06
   25     1   3.0942100029940826E-06
   26     1   3.7964350884169753E-06
   27     1   3.8016940385283746E-06
   28     1   3.3980570496369816E-06
   29     1   3.5683810704219979E-06
   30     1   4.2874284440043386E-06
   31     1   3.9197366201273957E-06
   32     1   3.5707731134265988E-06
   33     1   3.5252464806748237E-06
   34     1   3.6311280000002941E-06
   35     1   3.4877024057293045E-06
   36     1   3.4411423466012939E-06
   37     1   3.7259055814589136E-06
   38     1   4.1068860457838685E-06
   39     1   4.0856827285334712E-06
   40     1   3.2195090508959705E-06
   41     1   3.5091280112329371E-06
   42     1   3.8806781864812124E-06
   43     1   3.4457551505288258E-06
   44     1   3.7350414014734956E-06
   45     1   3.9457455355934600E-06
   46     1   3.4569157001135940E-06
   47     1   3.0695077032571237E-06
   48     1   3.6636277424559663E-06
   49     1   3.9703524387572836E-06
   50     1   3.2806099859870772E-06
   51     1   3.4446553949847008E-06
   52     1   3.8187089326955929E-06
   53     1   3.9737748453349152E-06
   54     1   3.4015980119503678E-06
   55     1   3.5498280770961420E-06
   56     1   3.9918078544756077E-06
   57     1   3.9147099637035716E-06
   58     1   3.4125099238875741E-06
   59     1   3.2513594214313939E-06
   60     1   3.8496626376195051E-06
   61     1   3.9714740070212489E-06
   62     1   3.5640110028559657E-06
   63     1   3.6818280583399939E-06
   64     1   3.2251895883587553E-06

    0     2   1.6539659016116222E-03
    1     2   1.4586258845253414E-01
    2     2   9.6543863911197139E-02
    3     2   1.9444147502517564E-02
    4     2   1.3600951508831921E-02
    5     2   9.5708452713905469E-03
    6     2   1.1471391216243958E-03
    7     2   1.2037521139101112E-03
    8     2   8.5786560393181610E-04
    9     2   2.4697676225966157E-04
   10     2   1.3009678445010600E-05
   11     2   7.2292765683761178E-05
   12     2   8.9096360355949980E-06
   13     2   1.0643031569516478E-05
   14     2   2.2086417021681168E-06
   15     2   1.2394474754617370E-06
   16     2   3.6786731779031692E-07
   17     2   2.1433370179820375E-06
   18     2   1.6711939597845933E-07
