# kyz             |phi(kyz)|^2
    0   1.7956374701428057E-05
    1   1.1286434505026943E+00
    2   2.9024708951358780E-01
    3   1.9531325983094450E-01
    4   3.6310807130931037E-02
    5   4.8310113972116313E-02
    6   2.9418195228692826E-02
    7   2.9505706958672658E-02
    8   2.6611104505226298E-02
    9   1.7490111098012375E-02
   10   7.8566036491496370E-03
   11   8.0972391930161942E-03
   12   7.2905259840184361E-03
   13   7.0833771191467715E-03
   14   8.8329826693200365E-03
   15   1.6744154168570607E-03
   16   4.2443446647057259E-03
   17   4.1402906089165010E-03
   18   4.2886111003661897E-03
   19   3.6642861598262752E-03
   20   3.4031534026512196E-03
   21   2.2879579506145907E-03
   22   3.9381121653225010E-03
   23   2.1006983769478694E-03
   24   5.4314281164426865E-04
   25   2.0231358057178411E-03
   26   1.1915012693957613E-03
   27   8.3491902189478974E-04
   28   1.0499885885561439E-03
   29   1.1307476082097528E-03
   30   3.0671190717689696E-04
   31   7.5137023167168879E-04
   32   5.3005224204710777E-04
   33   4.0925157469748374E-04
   34   4.2526289624958744E-04
   35   1.8967540382476135E-04
   36   2.7475352834740313E-04
   37   5.0293083430871918E-04
   38   8.9131151891813122E-04
   39   4.5119019469860936E-04
   40   5.8490544306455253E-04
   41   6.8687541269068825E-04
   42   3.9403308632135156E-04
   43   4.1654866818113584E-04
   44   2.0851296449675918E-04
   45   3.9350007348449548E-04
   46   2.7390594361552948E-04
   47   2.3343129045813094E-04
   48   1.5325718613059625E-04
   49   1.4189348819530824E-04
   50   1.6183890313746543E-04
   51   9.0274706235644181E-05
   52   2.2953809382615214E-04
   53   1.2201700057637499E-04
   54   1.4363632291224343E-04
   55   2.1697447136572048E-04
   56   1.6800608100802920E-04
   57   9.8292429710075980E-05
   58   9.9644994225677003E-05
   59   1.1066807203949591E-04
   60   1.2092816202554732E-04
   61   1.2751096912799506E-04
   62   1.6944018075478612E-04
   63   1.1338531681064499E-04
   64   1.0385354628975114E-05
