  0.0000000000000000E+00   0.0000000000000000E+00  -2.7910614928053991E-04
  0.0000000000000000E+00   4.9087385212340517E-02   4.1988942342562325E-05
  0.0000000000000000E+00   9.8174770424681035E-02   8.3958057155571902E-04
  0.0000000000000000E+00   1.4726215563702155E-01  -1.2988871384528726E-04
  0.0000000000000000E+00   1.9634954084936207E-01  -2.1367285886974492E-04
  0.0000000000000000E+00   2.4543692606170259E-01   2.6308467183575770E-05
  0.0000000000000000E+00   2.9452431127404310E-01   2.8287124676649244E-06
  0.0000000000000000E+00   3.4361169648638362E-01  -2.9130445278834402E-04
  0.0000000000000000E+00   3.9269908169872414E-01  -2.8748484735596319E-04
  0.0000000000000000E+00   4.4178646691106466E-01   3.1718514364927330E-05
  0.0000000000000000E+00   4.9087385212340517E-01   4.1329018902580154E-04
  0.0000000000000000E+00   5.3996123733574564E-01  -1.6701051452637134E-04
  0.0000000000000000E+00   5.8904862254808621E-01  -1.5204054977112127E-04
  0.0000000000000000E+00   6.3813600776042678E-01   2.5521974821802990E-04
  0.0000000000000000E+00   6.8722339297276724E-01  -1.8608283865275987E-05
  0.0000000000000000E+00   7.3631077818510771E-01  -3.1050140755858733E-04
  0.0000000000000000E+00   7.8539816339744828E-01  -2.7888465761843743E-04
  0.0000000000000000E+00   8.3448554860978885E-01   2.9796331431997905E-05
  0.0000000000000000E+00   8.8357293382212931E-01   1.2024808632901802E-04
  0.0000000000000000E+00   9.3266031903446978E-01  -2.0568735760014863E-04
  0.0000000000000000E+00   9.8174770424681035E-01  -8.1128528160118938E-05
  0.0000000000000000E+00   1.0308350894591509E+00   5.8359070003392421E-04
  0.0000000000000000E+00   1.0799224746714913E+00  -4.2818190144294545E-05
  0.0000000000000000E+00   1.1290098598838318E+00  -3.0650758502020900E-04
  0.0000000000000000E+00   1.1780972450961724E+00  -2.4312755981982989E-04
  0.0000000000000000E+00   1.2271846303085130E+00   2.6602350445431277E-05
  0.0000000000000000E+00   1.2762720155208536E+00  -6.6612712903006869E-05
  0.0000000000000000E+00   1.3253594007331939E+00  -2.4002649747170728E-04
  0.0000000000000000E+00   1.3744467859455345E+00   9.4576465477265013E-06
  0.0000000000000000E+00   1.4235341711578751E+00   1.1329552863161060E-03
  0.0000000000000000E+00   1.4726215563702154E+00  -7.3058290548276943E-05
  0.0000000000000000E+00   1.5217089415825560E+00  -2.8166996018156584E-04
  0.0000000000000000E+00   1.5707963267948966E+00  -1.7223463406372357E-04
  0.0000000000000000E+00   1.6198837120072371E+00   1.9849823266505331E-05
  0.0000000000000000E+00   1.6689710972195777E+00  -1.8807487748696936E-04
  0.0000000000000000E+00   1.7180584824319181E+00  -2.6784324952548852E-04
  0.0000000000000000E+00   1.7671458676442586E+00   5.6918016962420786E-05
  0.0000000000000000E+00   1.8162332528565992E+00   1.2192249827628952E-03
  0.0000000000000000E+00   1.8653206380689396E+00  -1.0932594437923952E-04
  0.0000000000000000E+00   1.9144080232812801E+00  -2.4189158581299235E-04
  0.0000000000000000E+00   1.9634954084936207E+00  -6.2405829372513466E-05
  0.0000000000000000E+00   2.0125827937059610E+00   1.1163866284707864E-05
  0.0000000000000000E+00   2.0616701789183018E+00  -2.6642881048838721E-04
  0.0000000000000000E+00   2.1107575641306422E+00  -2.8463001798271278E-04
  0.0000000000000000E+00   2.1598449493429825E+00   3.5945270728196035E-05
  0.0000000000000000E+00   2.2089323345553233E+00   6.3432880884358356E-04
  0.0000000000000000E+00   2.2580197197676637E+00  -1.4560096784135951E-04
  0.0000000000000000E+00   2.3071071049800045E+00  -1.8747438697226738E-04
  0.0000000000000000E+00   2.3561944901923448E+00   1.1849037954984815E-04
  0.0000000000000000E+00   2.4052818754046852E+00  -6.5779813495460452E-06
  0.0000000000000000E+00   2.4543692606170260E+00  -3.0257865136877848E-04
  0.0000000000000000E+00   2.5034566458293663E+00  -2.8651138285714798E-04
  0.0000000000000000E+00   2.5525440310417071E+00   3.0709647146125587E-05
  0.0000000000000000E+00   2.6016314162540475E+00   2.6599981810013836E-04
  0.0000000000000000E+00   2.6507188014663878E+00  -1.8454614998343255E-04
  0.0000000000000000E+00   2.6998061866787286E+00  -1.2240456881785578E-04
  0.0000000000000000E+00   2.7488935718910690E+00   3.8284249519416231E-04
  0.0000000000000000E+00   2.7979809571034093E+00  -2.8544685747919552E-05
  0.0000000000000000E+00   2.8470683423157501E+00  -3.1164740813973476E-04
  0.0000000000000000E+00   2.8961557275280905E+00  -2.6694223475223305E-04
  0.0000000000000000E+00   2.9452431127404308E+00   2.8792381362390717E-05
  0.0000000000000000E+00   2.9943304979527716E+00   2.7516254362815054E-05
  0.0000000000000000E+00   3.0434178831651120E+00  -2.2155756107380717E-04
  0.0000000000000000E+00   3.0925052683774528E+00  -4.5400407587874366E-05
  0.0000000000000000E+00   3.1415926535897931E+00   7.7971915057150948E-04
  0.0000000000000000E+00   3.1906800388021335E+00  -5.5019153313630342E-05
  0.0000000000000000E+00   3.2397674240144743E+00  -2.9776476933880306E-04
  0.0000000000000000E+00   3.2888548092268146E+00  -2.1557362377241782E-04
