# kyz             |phi(kyz)|^2
    0   1.2286168641650016E-05
    1   1.8911949209563335E+00
    2   1.5469777906179122E-01
    3   1.6428303870705185E-01
    4   1.4632558041497301E-01
    5   1.1143255511634929E-01
    6   7.4855548311412626E-02
    7   4.4979898895389669E-02
    8   3.8278115880988471E-02
    9   2.7966112624834571E-02
   10   2.9210005466517128E-02
   11   1.9764862086697668E-02
   12   2.0457192548614372E-02
   13   1.0112937112194118E-02
   14   1.3868296239572373E-02
   15   7.8989952779254906E-03
   16   8.7566330808711134E-03
   17   9.5464023994934512E-03
   18   7.6983689984074788E-03
   19   5.6538930768529651E-03
   20   5.5445080592554895E-03
   21   6.9669105168661894E-03
   22   5.5223871189016864E-03
   23   3.1403775378207864E-03
   24   5.9188098648425853E-03
   25   4.1687375614937782E-03
   26   2.8871258395049390E-03
   27   2.7936967813463050E-03
   28   3.3825551431454679E-03
   29   3.6318499544598626E-03
   30   3.6314063659772782E-03
   31   2.7817479308129864E-03
   32   2.3353982737045345E-03
   33   2.5502209116514667E-03
   34   2.5772432064673813E-03
   35   2.0800764634677244E-03
   36   2.4952932675392672E-03
   37   2.4454518594637159E-03
   38   2.1035735576630022E-03
   39   2.3150823803693189E-03
   40   1.6921901679154406E-03
   41   1.4352714625072488E-03
   42   1.6927827990687765E-03
   43   1.4445225049401404E-03
   44   1.5672706672458685E-03
   45   1.5556638705875195E-03
   46   1.4645755564219906E-03
   47   1.4145367617994576E-03
   48   1.2960824456795417E-03
   49   1.1538532358629846E-03
   50   1.2190421707585198E-03
   51   1.3025565876721749E-03
   52   1.2014936350498258E-03
   53   8.0907719718026371E-04
   54   9.8702514043710800E-04
   55   1.1067067326111708E-03
   56   1.0317828770442996E-03
   57   7.8497021229685454E-04
   58   7.0580585810703844E-04
   59   1.0502868932911929E-03
   60   8.0904907540803913E-04
   61   8.4492495084843671E-04
   62   8.2740330042088890E-04
   63   7.1107603259675510E-04
   64   7.8827387156104483E-04
   65   8.0420947189247091E-04
   66   6.7110100328795727E-04
   67   6.7875992423193526E-04
   68   6.1338466600806122E-04
   69   5.2055928677472276E-04
   70   5.2934343761102244E-04
   71   5.9597087759787428E-04
   72   4.3721131291791083E-04
   73   5.4630405379784558E-04
   74   4.3070484767550711E-04
   75   4.1699752458151034E-04
   76   3.5793795488267652E-04
   77   4.0825710085983901E-04
   78   3.0514068215597463E-04
   79   4.4895463298293560E-04
   80   4.2574475981683167E-04
   81   4.4634786364864228E-04
   82   3.1488311799742619E-04
   83   3.0440237369571300E-04
   84   2.3280610058065452E-04
   85   3.3988383303705787E-04
   86   2.4084339145436656E-04
   87   2.6351394448116797E-04
   88   2.8657571944372125E-04
   89   2.8991589607436246E-04
   90   2.2314295761993857E-04
   91   3.1874992779034678E-04
   92   2.9926080026568735E-04
   93   2.5128462974485235E-04
   94   2.5637720729615492E-04
   95   2.2547391873717641E-04
   96   2.0532954173387629E-04
   97   1.7202726155849166E-04
   98   1.9134185012349185E-04
   99   2.3254942790888413E-04
  100   1.8522690000610483E-04
  101   1.5332196537332522E-04
  102   1.8651654833411570E-04
  103   1.6488118354462611E-04
  104   2.1325372717654044E-04
  105   1.5644746407883817E-04
  106   1.6250028094628958E-04
  107   1.5435293301099872E-04
  108   1.8061640426484798E-04
  109   1.5707318968957636E-04
  110   1.2302030631418633E-04
  111   1.4339063099128675E-04
  112   1.0795981881230435E-04
  113   1.2497181684858295E-04
  114   1.2982050884254617E-04
  115   1.1531289207282550E-04
  116   1.2958852709651905E-04
  117   1.4126730717601359E-04
  118   1.1428800310560815E-04
  119   1.4608052099883431E-04
  120   1.0600563283404167E-04
  121   1.1403722505481290E-04
  122   1.2601034767787303E-04
  123   1.5692520764401820E-04
  124   1.1514715661981361E-04
  125   1.1497400796670369E-04
  126   8.2105375996857050E-05
  127   1.1269261529575087E-04
  128   1.6698837047269437E-05
