#  kx   kyz         |phi(kx, kyz)|^2
    0     0   6.2179621616593477E-07
    1     0   3.0466996724541169E-06
    2     0   8.0281924463583894E-07
    3     0   1.3375365479897350E-07
    4     0   5.1788232600226115E-07
    5     0   3.0829984597949010E-06
    6     0   2.0769979778240414E-07
    7     0   3.4810044002773938E-07
    8     0   1.4147183989741984E-06
    9     0   3.9546946427146998E-07
   10     0   2.2915017216774908E-07
   11     0   6.5727176636307211E-08
   12     0   1.0714826240145958E-07
   13     0   6.3283131124634423E-08
   14     0   1.1430541869433617E-07
   15     0   1.4951905957585524E-08
   16     0   8.8359094850510389E-08
   17     0   3.9303217523710424E-08
   18     0   1.7081978904165710E-07
   19     0   3.8650567892248940E-08
   20     0   1.2909236457991614E-08
   21     0   1.7067490720808035E-08
   22     0   2.0405444789853670E-08
   23     0   6.1261744768705882E-09
   24     0   2.2659344407661858E-08
   25     0   4.4932624286007718E-08
   26     0   5.3135394247178387E-08
   27     0   4.6987345415345014E-09
   28     0   6.2733639897232871E-09
   29     0   7.6310183601719135E-09
   30     0   6.6920448091479491E-09
   31     0   1.0626701212011936E-10
   32     0   2.7535789242885816E-08
   33     0   1.6561365274633074E-09
   34     0   2.8240055895010936E-08
   35     0   5.0880601451362211E-08
   36     0   9.8284410087895884E-09
   37     0   4.6588170014444626E-08
   38     0   1.3269262550126017E-09
   39     0   1.5113270950366918E-08
   40     0   3.4322391485134180E-11
   41     0   1.9760780845965338E-08
   42     0   1.1233549123375165E-08
   43     0   3.5568359451105650E-09
   44     0   2.9733135748763810E-08
   45     0   7.0782036608031725E-09
   46     0   1.5937358131343282E-08
   47     0   1.1715861024761249E-08
   48     0   4.5671683935333963E-08
   49     0   8.3139933692221459E-10
   50     0   6.7337530739430735E-10
   51     0   2.2723355150502053E-09
   52     0   5.0874204559989025E-10
   53     0   2.8080271658320911E-09
   54     0   7.0068929675457214E-10
   55     0   1.8951479721114392E-09
   56     0   8.5341547207125448E-09
   57     0   1.4318916881716750E-08
   58     0   6.5554338609394834E-09
   59     0   2.7125200414702468E-09
